Date,Opponent,Result,Attendance,GameID
01/25/2024,"('@ Lipscomb', '/teams/560559')",W 75-54,"('521', None)",3979955
01/27/2024,"('@ Austin Peay', '/teams/560605')",W 65-54,"('2,061', None)",3980501
01/31/2024,"('@ Bellarmine', '/teams/561171')",W 72-55,"('362', None)",3980802
02/03/2024,"('Eastern Ky.', '/teams/560737')",W 82-69,"('1,804', None)",3981535
02/08/2024,"('Central Ark.', '/teams/561240')",W 65-43,"('1,602', None)",3982024
02/10/2024,"('North Ala.', '/teams/560572')",W 84-42,"('1,821', None)",3982517
02/15/2024,"('@ Kennesaw St.', '/teams/561250')",W 77-42,"('739', None)",3982995
02/17/2024,"('@ Queens (NC)', '/teams/561260')",W 86-60,"('125', None)",3983328
02/24/2024,"('Stetson', '/teams/561128')",W 68-52,"('1,984', None)",3984036
02/29/2024,"('North Florida', '/teams/560548')",W 75-33,"('1,830', None)",3984328
03/02/2024,"('Jacksonville', '/teams/560825')",W 80-55,"('1,814', None)",3984575
03/09/2024,"('#9 Jacksonville 23-24 WBB ASUN Tournament', '/teams/560825')",W 76-69,"('1,261', None)",5250013
03/12/2024,"('#7 Austin Peay 23-24 WBB ASUN Tournament', '/teams/560605')",W 74-52,"('1,487', None)",5250011
03/16/2024,"('#3 Central Ark. 23-24 WBB ASUN Tournament', '/teams/561240')",W 76-47,"('2,259', None)",5250010
03/23/2024,"('#5 Oklahoma @Bloomington, IN (23-24 WBB NCAA Division I Tournament)', '/teams/560999')",L 70-73,"('12,753', None)",5254160
11/06/2023,"('Weber St.', '/teams/561207')",W 56-55,"('2,548', None)",3970325
11/14/2023,"('@ BYU', '/teams/560627')",L 44-59,"('1,690', None)",3971353
11/18/2023,"('@ St. Thomas (MN)', '/teams/560734')",L 62-70,"('315', None)",3972063
11/21/2023,"('Westminster (UT)', '/teams/561536')",W 76-42,"('346', None)",3972490
11/25/2023,"('@ Idaho', '/teams/560801')",W 66-59,"('1,057', None)",3972867
11/29/2023,"('@ Seattle U', '/teams/561254')",L 48-58,"('302', None)",3973313
12/02/2023,"('Utah Tech', '/teams/561169')",L 59-73,"('615', None)",3973897
12/06/2023,"('@ Idaho St.', '/teams/560799')",L 50-54,"('843', None)",3974299
12/09/2023,"('Utah St.', '/teams/561181')",W 68-38,"('472', None)",3974774
12/16/2023,"('@ New Mexico St.', '/teams/560946')",L 39-70,"('351', None)",3975391
12/21/2023,"('Sam Houston', '/teams/561066')",W 73-69 (1 OT),"('304', None)",3976018
01/04/2024,"('@ California Baptist', '/teams/560570')",L 61-80,"('454', None)",3976948
01/06/2024,"('@ Southern Utah', '/teams/561114')",L 58-71,"('493', None)",3977075
01/11/2024,"('UT Arlington', '/teams/561153')",L 64-72,"('519', None)",3977926
01/13/2024,"('UTRGV', '/teams/561011')",W 75-62,"('411', None)",3978283
01/18/2024,"('Grand Canyon', '/teams/561248')",L 68-78,"('1,183', None)",3978933
01/20/2024,"('@ Utah Tech', '/teams/561169')",W 55-52,"('668', None)",3979342
01/27/2024,"('Seattle U', '/teams/561254')",W 59-56,"('567', None)",3980287
02/01/2024,"('SFA', '/teams/561125')",L 63-72,"('521', None)",3980974
02/03/2024,"('@ Grand Canyon', '/teams/561248')",L 52-66,"('2,207', None)",3981319
02/08/2024,"('@ Tarleton St.', '/teams/560568')",L 55-60,"('747', None)",3982010
02/10/2024,"('@ Abilene Christian', '/teams/560574')",L 53-66,"('1,056', None)",3982257
02/15/2024,"('California Baptist', '/teams/560570')",W 92-89 (1 OT),"('407', None)",3982945
02/17/2024,"('Southern Utah', '/teams/561114')",L 66-67 (2 OT),"('689', None)",3983286
02/22/2024,"('@ UTRGV', '/teams/561011')",L 62-63,"('777', None)",3983741
02/24/2024,"('@ SFA', '/teams/561125')",L 35-84,"('1,232', None)",3983984
03/02/2024,"('@ UT Arlington', '/teams/561153')",L 53-67,"('1,012', None)",3984539
03/07/2024,"('Tarleton St.', '/teams/560568')",W 73-66,"('699', None)",3984667
03/09/2024,"('Abilene Christian', '/teams/560574')",L 50-81,"('571', None)",3984704
11/06/2023,"('UAlbany', '/teams/560586')",L 55-58,"('681', None)",3970206
11/10/2023,"('@ NJIT', '/teams/560944')",L 45-48 (1 OT),"('345', None)",3970748
11/12/2023,"('@ Rider', '/teams/561045')",L 47-61,"('518', None)",3971247
11/16/2023,"('@ Northeastern', '/teams/560973')",L 47-58,"('231', None)",3971688
11/21/2023,"('Bryant', '/teams/560630')",W 65-60,"('579', None)",3972587
11/24/2023,"('@ Utah', '/teams/561183')",L 34-98,"('4,375', None)",3972800
11/28/2023,"('@ Siena', '/teams/561081')",W 67-64 (1 OT),"('577', None)",3973277
12/01/2023,"('UC Riverside', '/teams/560663')",L 53-65,"('296', None)",3973627
12/03/2023,"('Yale', '/teams/561236')",W 84-73,"('671', None)",3974084
12/08/2023,"('Penn', '/teams/561015')",L 62-71,"('413', None)",3974561
12/10/2023,"('Dartmouth', '/teams/560703')",L 45-49,"('754', None)",3974932
12/17/2023,"('@ Bucknell', '/teams/560634')",L 44-64,"('286', None)",3975501
12/20/2023,"('@ Holy Cross', '/teams/560790')",L 43-55,"('3,316', None)",3975831
01/06/2024,"('@ Sacred Heart', '/teams/561051')",L 51-65,"('455', None)",3977368
01/08/2024,"('@ FDU', '/teams/560748')",L 51-67,"('113', None)",3977554
01/13/2024,"('Le Moyne', '/teams/561728')",L 59-74,"('354', None)",3978439
01/15/2024,"('Central Conn. St.', '/teams/560670')",W 71-53,"('434', None)",3978552
01/19/2024,"('@ Wagner', '/teams/561200')",W 72-45,"('1,309', None)",3979055
01/21/2024,"('@ Stonehill', '/teams/561266')",W 72-60,"('508', None)",3979542
01/25/2024,"('@ Le Moyne', '/teams/561728')",L 57-64,"('464', None)",3979988
01/27/2024,"('Saint Francis (PA)', '/teams/561057')",W 71-48,"('617', None)",3980442
02/03/2024,"('@ Central Conn. St.', '/teams/560670')",L 71-78,"('422', None)",3981104
02/09/2024,"('LIU', '/teams/560846')",W 68-51,"('653', None)",3982023
02/15/2024,"('Stonehill', '/teams/561266')",W 74-56,"('577', None)",3982877
02/17/2024,"('@ LIU', '/teams/560846')",W 61-59,"('130', None)",3983105
02/22/2024,"('@ Saint Francis (PA)', '/teams/561057')",W 72-57,"('346', None)",3983655
02/29/2024,"('FDU', '/teams/560748')",L 63-71,"('618', None)",3984218
03/02/2024,"('Sacred Heart', '/teams/561051')",L 51-64,"('423', None)",3984550
03/07/2024,"('Wagner', '/teams/561200')",L 65-79,"('167', None)",3984654
03/11/2024,"('#5 Central Conn. St. 23-24 WBB NEC Tournament', '/teams/560670')",W 76-51,"('319', None)",5249795
03/14/2024,"('@#1 Sacred Heart 23-24 WBB NEC Tournament', '/teams/561051')",L 41-73,"('464', None)",5249790
11/06/2023,"('California Baptist', '/teams/560570')",L 50-64,"('403', None)",3970249
11/08/2023,"('LIFE Pacific', None)",W 88-32,"('581', None)",3970464
11/12/2023,"(""@ Saint Mary's (CA)"", '/teams/561064')",L 58-61 (1 OT),"('403', None)",3971161
11/15/2023,"('La Sierra', None)",W 94-40,"('131', None)",3971284
11/19/2023,"('Northern Ariz.', '/teams/560975')",L 69-74,"('934', None)",3972217
11/26/2023,"('Penn', '/teams/561015')",L 68-76,"('589', None)",3972808
11/28/2023,"('@ San Diego St.', '/teams/561070')",W 77-71 (1 OT),"('1,023', None)",3973263
12/02/2023,"('@ Fresno St.', '/teams/560644')",L 52-71,"('341', None)",3974071
12/07/2023,"('@ Arizona', '/teams/560595')",L 38-81,"('6,702', None)",3974479
12/20/2023,"('Boise St. 23-24 WBB USD Winter Classic', '/teams/560617')",W 62-56,"('121', None)",3975894
12/21/2023,"('Montana @San Diego, CA (23-24 WBB USD Winter Classic)', '/teams/560914')",L 67-68,"('138', None)",3976007
12/28/2023,"('@ CSU Bakersfield', '/teams/560642')",L 48-52,"('505', None)",3976081
01/04/2024,"('UC Santa Barbara', '/teams/560653')",W 64-50,"('311', None)",3976975
01/06/2024,"('Cal St. Fullerton', '/teams/560645')",W 71-58,"('256', None)",3977358
01/11/2024,"('@ Long Beach St.', '/teams/560648')",W 45-30,"('535', None)",3977957
01/13/2024,"('Cal Poly', '/teams/560640')",L 39-49,"('239', None)",3978091
01/18/2024,"('UC Irvine', '/teams/560660')",L 49-57,"('518', None)",3978989
01/20/2024,"('@ Hawaii', '/teams/560786')",L 52-64,"('1,942', None)",3979513
01/25/2024,"('@ UC Riverside', '/teams/560663')",W 51-43,"('121', None)",3979964
01/27/2024,"('UC Davis', '/teams/560657')",L 49-62,"('352', None)",3980102
02/01/2024,"('@ CSUN', '/teams/560650')",W 53-52,"('320', None)",3980971
02/03/2024,"('Long Beach St.', '/teams/560648')",W 78-45,"('568', None)",3981407
02/08/2024,"('Hawaii', '/teams/560786')",L 52-64,"('538', None)",3982019
02/15/2024,"('@ UC Santa Barbara', '/teams/560653')",L 52-60,"('562', None)",3982971
02/17/2024,"('@ Cal St. Fullerton', '/teams/560645')",L 46-60,"('129', None)",3983459
02/22/2024,"('UC Riverside', '/teams/560663')",L 48-63,"('471', None)",3983652
02/24/2024,"('@ UC Irvine', '/teams/560660')",W 69-65 (1 OT),"('837', None)",3983942
02/29/2024,"('CSU Bakersfield', '/teams/560642')",W 50-43,"('357', None)",3984323
03/02/2024,"('CSUN', '/teams/560650')",L 64-66 (1 OT),"('341', None)",3984529
03/07/2024,"('@ UC Davis', '/teams/560657')",L 56-64,"('1,127', None)",3984669
03/09/2024,"('@ Cal Poly', '/teams/560640')",L 52-59,"('1,428', None)",3984716
11/06/2023,"('Howard Payne', '/teams/562082')",W 106-38,"('1,036', None)",3970315
11/10/2023,"('@ Texas Tech', '/teams/561151')",L 63-70,"('4,514', None)",3970749
11/12/2023,"('@ New Mexico', '/teams/560948')",L 55-64,"('4,626', None)",3971202
11/22/2023,"('Eastern Wash.', '/teams/560741')",L 62-64,"('427', None)",3972666
11/29/2023,"('SFA', '/teams/561125')",L 67-80,"('857', None)",3973473
12/02/2023,"('@ UTRGV', '/teams/561011')",W 72-66,"('358', None)",3973968
12/06/2023,"('@ Northwestern St.', '/teams/560986')",L 51-59,"('135', None)",3971663
12/10/2023,"('UIW', '/teams/560549')",L 42-57,"('419', None)",3974983
12/16/2023,"('@ McNeese', '/teams/560882')",W 88-64,"('1,667', None)",3975355
12/18/2023,"('@ New Orleans', '/teams/560950')",L 59-67,"('877', None)",3975595
12/30/2023,"('@ Texas Southern', '/teams/561149')",W 52-40,"('340', None)",3976265
01/04/2024,"('@ UT Arlington', '/teams/561153')",L 49-73,"('952', None)",3976949
01/11/2024,"('California Baptist', '/teams/560570')",L 59-89,"('810', None)",3977966
01/13/2024,"('Grand Canyon', '/teams/561248')",L 47-79,"('710', None)",3978350
01/18/2024,"('@ Abilene Christian', '/teams/560574')",L 51-73,"('1,125', None)",3978948
01/20/2024,"('UTRGV', '/teams/561011')",L 57-61,"('490', None)",3979361
01/25/2024,"('@ Southern Utah', '/teams/561114')",W 71-60,"('1,145', None)",3979973
01/27/2024,"('@ Utah Tech', '/teams/561169')",L 48-75,"('441', None)",3980341
02/01/2024,"('Abilene Christian', '/teams/560574')",W 74-66,"('1,555', None)",3981016
02/03/2024,"('@ SFA', '/teams/561125')",L 62-73,"('1,136', None)",3981398
02/08/2024,"('Utah Valley', '/teams/560563')",W 60-55,"('747', None)",3982010
02/10/2024,"('Seattle U', '/teams/561254')",L 57-61,"('618', None)",3982400
02/15/2024,"('UT Arlington', '/teams/561153')",L 58-71,"('670', None)",3982984
02/22/2024,"('@ Grand Canyon', '/teams/561248')",L 43-62,"('578', None)",3983718
02/24/2024,"('@ California Baptist', '/teams/560570')",L 64-97,"('401', None)",3983895
02/29/2024,"('Utah Tech', '/teams/561169')",W 76-60,"('1,013', None)",3984315
03/02/2024,"('Southern Utah', '/teams/561114')",W 69-63,"('1,111', None)",3984518
03/07/2024,"('@ Utah Valley', '/teams/560563')",L 66-73,"('699', None)",3984667
03/09/2024,"('@ Seattle U', '/teams/561254')",W 62-57,"('701', None)",3984699
03/13/2024,"('#6 Abilene Christian @Las Vegas, NV (23-24 WBB WAC Tournament)', '/teams/560574')",W 54-41,"('665', None)",5250931
03/14/2024,"('#3 SFA @Las Vegas, NV (23-24 WBB WAC Tournament)', '/teams/561125')",L 58-70,"('733', None)",5250928
11/06/2023,"('@ UC San Diego', '/teams/560566')",W 64-50,"('403', None)",3970249
11/10/2023,"('@ San Diego St.', '/teams/561070')",W 76-68,"('2,333', None)",3970701
11/15/2023,"('Long Beach St.', '/teams/560648')",W 82-71,"('590', None)",3971550
11/18/2023,"('UTEP', '/teams/561157')",W 90-87 (1 OT),"('314', None)",3971885
11/22/2023,"('Portland', '/teams/561023')",W 71-66,"('231', None)",3972637
11/28/2023,"('@ Southern Utah', '/teams/561114')",W 79-66,"('445', None)",3973213
12/06/2023,"('@ Utah Tech', '/teams/561169')",W 78-69,"('395', None)",3974430
12/09/2023,"('@ Pepperdine', '/teams/561017')",W 60-57,"('184', None)",3974771
12/16/2023,"('Cal St. Fullerton', '/teams/560645')",W 73-68,"('401', None)",3975305
12/18/2023,"('@ Louisiana Tech', '/teams/560852')",L 51-77,"('1,527', None)",3975663
12/20/2023,"('@ Texas Southern', '/teams/561149')",W 83-62,"('150', None)",3975881
01/04/2024,"('Utah Valley', '/teams/560563')",W 80-61,"('454', None)",3976948
01/06/2024,"('Seattle U', '/teams/561254')",W 94-79,"('421', None)",3977082
01/11/2024,"('@ Tarleton St.', '/teams/560568')",W 89-59,"('810', None)",3977966
01/13/2024,"('@ Abilene Christian', '/teams/560574')",L 93-96 (1 OT),"('933', None)",3978204
01/20/2024,"('Southern Utah', '/teams/561114')",W 93-67,"('478', None)",3979100
01/25/2024,"('UTRGV', '/teams/561011')",W 75-55,"('4,417', None)",3979897
01/27/2024,"('SFA', '/teams/561125')",W 97-75,"('616', None)",3980244
02/03/2024,"('@ Seattle U', '/teams/561254')",W 86-77,"('375', None)",3981102
02/08/2024,"('@ UT Arlington', '/teams/561153')",W 94-92,"('1,473', None)",3981984
02/10/2024,"('Utah Tech', '/teams/561169')",W 73-65,"('414', None)",3982281
02/15/2024,"('@ Utah Valley', '/teams/560563')",L 89-92 (1 OT),"('407', None)",3982945
02/17/2024,"('Grand Canyon', '/teams/561248')",W 71-65,"('687', None)",3983111
02/22/2024,"('Abilene Christian', '/teams/560574')",W 70-58,"('337', None)",3983659
02/24/2024,"('Tarleton St.', '/teams/560568')",W 97-64,"('401', None)",3983895
02/29/2024,"('@ SFA', '/teams/561125')",W 100-96 (1 OT),"('1,294', None)",3984295
03/02/2024,"('@ UTRGV', '/teams/561011')",W 72-58,"('462', None)",3984534
03/07/2024,"('UT Arlington', '/teams/561153')",W 91-75,"('1,157', None)",3984671
03/09/2024,"('@ Grand Canyon', '/teams/561248')",W 85-81 (1 OT),"('1,436', None)",3984703
03/15/2024,"('#5 UT Arlington @Las Vegas, NV (23-24 WBB WAC Tournament)', '/teams/561153')",W 83-67,"('1,343', None)",5250888
03/16/2024,"('#3 SFA @Las Vegas, NV (23-24 WBB WAC Tournament)', '/teams/561125')",W 75-74,"('759', None)",5250887
03/23/2024,"('@#2 UCLA 23-24 WBB NCAA Division I Tournament', '/teams/560661')",L 55-84,"('8,841', None)",5254181
11/06/2023,"('Tenn. Southern', None)",W 90-47,"('579', None)",3970260
11/10/2023,"('Denver', '/teams/560717')",L 51-67,"('1,072', None)",3970695
11/14/2023,"('@ Missouri', '/teams/560907')",L 72-83,"('3,667', None)",3971409
11/18/2023,"('Southern Miss.', '/teams/561109')",L 63-91,"('1,332', None)",3972132
11/21/2023,"('UT Martin', '/teams/561144')",W 70-63,"('1,063', None)",3972526
11/26/2023,"('@ UTEP', '/teams/561157')",L 88-95,"('1,111', None)",3973119
11/29/2023,"('@ Alabama A&M', '/teams/560578')",L 57-70,"('1,157', None)",3973330
12/05/2023,"('Fisk', None)",W 95-60,"('1,007', None)",3974254
12/09/2023,"('@ Chattanooga', '/teams/561140')",L 65-68,"('1,233', None)",3974826
12/14/2023,"('@ Arkansas St.', '/teams/560597')",L 78-82 (1 OT),"('836', None)",3975214
12/19/2023,"('@ Samford', '/teams/561068')",W 69-64,"('376', None)",3975694
12/21/2023,"('Tennessee Tech', '/teams/561138')",L 67-78,"('1,187', None)",3976023
12/31/2023,"('@ Auburn', '/teams/560603')",L 58-79,"('2,422', None)",3976520
01/06/2024,"('Central Ark.', '/teams/561240')",L 62-83,"('1,272', None)",3977460
01/11/2024,"('Austin Peay', '/teams/560605')",W 79-75,"('1,165', None)",3977900
01/13/2024,"('Lipscomb', '/teams/560559')",L 67-85,"('1,392', None)",3978472
01/18/2024,"('@ Bellarmine', '/teams/561171')",W 91-90 (1 OT),"('273', None)",3978964
01/20/2024,"('@ Eastern Ky.', '/teams/560737')",L 58-67,"('1,116', None)",3979469
01/24/2024,"('Kennesaw St.', '/teams/561250')",W 79-60,"('1,032', None)",3979770
01/27/2024,"('@ Queens (NC)', '/teams/561260')",W 75-71,"('132', None)",3980328
02/01/2024,"('North Florida', '/teams/560548')",W 60-51,"('1,117', None)",3980947
02/03/2024,"('Jacksonville', '/teams/560825')",W 77-67,"('1,304', None)",3981513
02/08/2024,"('@ Stetson', '/teams/561128')",L 55-62,"('732', None)",3981912
02/10/2024,"('@ FGCU', '/teams/560561')",L 42-84,"('1,821', None)",3982517
02/15/2024,"('Eastern Ky.', '/teams/560737')",L 57-84,"('1,142', None)",3982927
02/17/2024,"('Bellarmine', '/teams/561171')",W 88-66,"('1,496', None)",3983451
02/22/2024,"('@ Lipscomb', '/teams/560559')",L 53-67,"('300', None)",3983722
02/24/2024,"('@ Austin Peay', '/teams/560605')",W 59-58,"('1,963', None)",3983997
03/02/2024,"('@ Central Ark.', '/teams/561240')",L 63-89,"('495', None)",3984470
03/09/2024,"('@#3 Central Ark. 23-24 WBB ASUN Tournament', '/teams/561240')",L 52-69,"('1,110', None)",5250016
11/06/2023,"(""S'western Assemblies"", None)",W 77-52,"('200', None)",3970277
11/09/2023,"('Rice', '/teams/561041')",L 58-69,"('1,040', None)",3970518
11/16/2023,"('Angelo St.', '/teams/561554')",W 65-57,"('1,230', None)",3971628
11/25/2023,"('Towson @Annapolis, MD (23-24 WBB Navy Classic)', '/teams/561163')",L 56-63,"('170', None)",3972963
11/26/2023,"('@ Navy 23-24 WBB Navy Classic', '/teams/561180')",W 87-62,"('288', None)",3973079
11/29/2023,"('UT Arlington', '/teams/561153')",W 94-76,"('1,006', None)",3973416
12/02/2023,"('@ SFA', '/teams/561125')",L 82-89 (2 OT),"('1,148', None)",3973953
12/05/2023,"('@ TCU', '/teams/561148')",L 60-77,"('1,781', None)",3974268
12/11/2023,"('McMurry', '/teams/562097')",W 91-55,"('977', None)",3975038
12/18/2023,"('@ Western Ky.', '/teams/561215')",L 68-72,"('932', None)",3975672
12/30/2023,"('Louisiana Tech', '/teams/560852')",L 49-66,"('1,281', None)",3976320
01/06/2024,"('@ UTRGV', '/teams/561011')",W 62-53,"('422', None)",3977378
01/11/2024,"('Grand Canyon', '/teams/561248')",L 55-64,"('923', None)",3977936
01/13/2024,"('California Baptist', '/teams/560570')",W 96-93 (1 OT),"('933', None)",3978204
01/18/2024,"('Tarleton St.', '/teams/560568')",W 73-51,"('1,125', None)",3978948
01/20/2024,"('@ UT Arlington', '/teams/561153')",L 65-74,"('859', None)",3979400
01/25/2024,"('@ Utah Tech', '/teams/561169')",L 69-78,"('596', None)",3979985
01/27/2024,"('@ Southern Utah', '/teams/561114')",L 80-82,"('345', None)",3980219
02/01/2024,"('@ Tarleton St.', '/teams/560568')",L 66-74,"('1,555', None)",3981016
02/08/2024,"('Seattle U', '/teams/561254')",W 82-63,"('1,151', None)",3981978
02/10/2024,"('Utah Valley', '/teams/560563')",W 66-53,"('1,056', None)",3982257
02/15/2024,"('UTRGV', '/teams/561011')",W 76-69,"('1,082', None)",3982957
02/17/2024,"('SFA', '/teams/561125')",L 83-89,"('1,051', None)",3983214
02/22/2024,"('@ California Baptist', '/teams/560570')",L 58-70,"('337', None)",3983659
02/24/2024,"('@ Grand Canyon', '/teams/561248')",L 55-66,"('537', None)",3983931
02/29/2024,"('Southern Utah', '/teams/561114')",W 75-42,"('1,023', None)",3984286
03/02/2024,"('Utah Tech', '/teams/561169')",W 74-62,"('1,008', None)",3984449
03/07/2024,"('@ Seattle U', '/teams/561254')",L 54-59,"('239', None)",3984648
03/09/2024,"('@ Utah Valley', '/teams/560563')",W 81-50,"('571', None)",3984704
03/13/2024,"('#7 Tarleton St. @Las Vegas, NV (23-24 WBB WAC Tournament)', '/teams/560568')",L 41-54,"('665', None)",5250931
11/06/2023,"('Oakland', '/teams/560991')",L 87-91 (2 OT),"('797', None)",3970192
11/11/2023,"('@ Southern Miss.', '/teams/561109')",L 60-77,"('1,375', None)",3970936
11/15/2023,"('@ Robert Morris', '/teams/561046')",W 63-58 (1 OT),"('510', None)",3971448
11/24/2023,"('Wichita St. @Daytona Beach, FL (23-24 WBB Daytona Beach Classic)', '/teams/561219')",L 61-63,"('200', None)",3972714
11/25/2023,"('Pittsburgh @Daytona Beach, FL (23-24 WBB Daytona Beach Classic)', '/teams/561019')",W 75-72 (1 OT),"('200', None)",3972899
12/03/2023,"('Tennessee St.', '/teams/561137')",W 55-49,"('828', None)",3974074
12/06/2023,"('@ Youngstown St.', '/teams/561237')",L 52-53,"('1,761', None)",3974395
12/10/2023,"('@ Cleveland St.', '/teams/560681')",L 62-71,"('262', None)",3974982
12/21/2023,"('Bellarmine', '/teams/561171')",W 88-65,"('1,685', None)",3975939
