,Quarter,text,team,gameID,Date,Player,WL
4,1,"Danielle Vuletich, jumpball lost",Robert Morris,5246867,03/05/2024,Danielle Vuletich,jumpball lost
3,1,"Jazzlyn Linbo, jumpball lost",Purdue Fort Wayne,5246865,03/07/2024,Jazzlyn Linbo,jumpball lost
4,1,"Emma Trawally Porta, jumpball won",Detroit Mercy,5246865,03/07/2024,Emma Trawally Porta,jumpball won
3,1,"Jo Langbehn, jumpball lost",St. Thomas (MN),3970313,11/06/2023,Jo Langbehn,jumpball lost
4,1,"Anna Miller, jumpball won",Drake,3970313,11/06/2023,Anna Miller,jumpball won
3,1,"Marcavia Shavers, jumpball lost",Saint Louis,3970485,11/09/2023,Marcavia Shavers,jumpball lost
4,1,"Anna Miller, jumpball won",Drake,3970485,11/09/2023,Anna Miller,jumpball won
3,1,"Isnelle Natabou, jumpball lost",Iowa St.,3971199,11/12/2023,Isnelle Natabou,jumpball lost
4,1,"Anna Miller, jumpball won",Drake,3971199,11/12/2023,Anna Miller,jumpball won
3,1,"Anna Miller, jumpball lost",Drake,3953884,11/19/2023,Anna Miller,jumpball lost
4,1,"Hannah Stuelke, jumpball won",Iowa,3953884,11/19/2023,Hannah Stuelke,jumpball won
3,1,"Anna Miller, jumpball won",Drake,3972739,11/24/2023,Anna Miller,jumpball won
4,1,"Anna Larr Roberson, jumpball lost",Louisiana Tech,3972739,11/24/2023,Anna Larr Roberson,jumpball lost
3,1,"Anna Miller, jumpball won",Drake,3972928,11/25/2023,Anna Miller,jumpball won
4,1,"Maggie Doogan, jumpball lost",Richmond,3972928,11/25/2023,Maggie Doogan,jumpball lost
3,1,"Anna Miller, jumpball won",Drake,3973105,11/26/2023,Anna Miller,jumpball won
4,1,"Sarah Talon, jumpball lost",Maine,3973105,11/26/2023,Sarah Talon,jumpball lost
3,1,"Sophie Hart, jumpball lost",Minnesota,3954244,12/02/2023,Sophie Hart,jumpball lost
4,1,"Anna Miller, jumpball won",Drake,3954244,12/02/2023,Anna Miller,jumpball won
516,5,"Sophie Hart, jumpball won",Minnesota,3954244,12/02/2023,Sophie Hart,jumpball won
517,5,"Shannon Fornshell, jumpball lost",Drake,3954244,12/02/2023,Shannon Fornshell,jumpball lost
585,6,"Anna Miller, jumpball lost",Drake,3954244,12/02/2023,Anna Miller,jumpball lost
586,6,"Sophie Hart, jumpball won",Minnesota,3954244,12/02/2023,Sophie Hart,jumpball won
3,1,"Elle Evans, jumpball won",North Dakota St.,3974563,12/08/2023,Elle Evans,jumpball won
4,1,"Anna Miller, jumpball lost",Drake,3974563,12/08/2023,Anna Miller,jumpball lost
3,1,"Anna Miller, jumpball won",Drake,3975969,12/21/2023,Anna Miller,jumpball won
4,1,"Miranda Vanderwal, jumpball lost",North Dakota,3975969,12/21/2023,Miranda Vanderwal,jumpball lost
3,1,"Anna Miller, jumpball won",Drake,3996125,12/30/2023,Anna Miller,jumpball won
4,1,"Seairra Hughes, jumpball lost",Southern Ill.,3996125,12/30/2023,Seairra Hughes,jumpball lost
3,1,"Mya Glanton, jumpball lost",Indiana St.,3996093,01/04/2024,Mya Glanton,jumpball lost
4,1,"Anna Miller, jumpball won",Drake,3996093,01/04/2024,Anna Miller,jumpball won
3,1,"Anna Miller, jumpball won",Drake,3996126,01/06/2024,Anna Miller,jumpball won
4,1,"Maggie Hartwig, jumpball lost",Evansville,3996126,01/06/2024,Maggie Hartwig,jumpball lost
3,1,"Anna Miller, jumpball won",Drake,3996127,01/12/2024,Anna Miller,jumpball won
4,1,"Leah Earnest, jumpball lost",Valparaiso,3996127,01/12/2024,Leah Earnest,jumpball lost
3,1,"Makiyah Williams, jumpball won",UIC,3996128,01/14/2024,Makiyah Williams,jumpball won
4,1,"Anna Miller, jumpball lost",Drake,3996128,01/14/2024,Anna Miller,jumpball lost
3,1,"Katelyn Young, jumpball lost",Murray St.,3996130,01/21/2024,Katelyn Young,jumpball lost
4,1,"Anna Miller, jumpball won",Drake,3996130,01/21/2024,Anna Miller,jumpball won
3,1,"Anna Miller, jumpball won",Drake,3996132,01/27/2024,Anna Miller,jumpball won
4,1,"Kate Bullman, jumpball lost",Illinois St.,3996132,01/27/2024,Kate Bullman,jumpball lost
3,1,"Anna Miller, jumpball won",Drake,3996082,02/03/2024,Anna Miller,jumpball won
4,1,"Shateah Wetering, jumpball lost",UNI,3996082,02/03/2024,Shateah Wetering,jumpball lost
3,1,"Anna Miller, jumpball won",Drake,3996134,02/10/2024,Anna Miller,jumpball won
4,1,"Kate Bullman, jumpball lost",Illinois St.,3996134,02/10/2024,Kate Bullman,jumpball lost
3,1,"Anna Miller, jumpball won",Drake,3996135,02/15/2024,Anna Miller,jumpball won
4,1,"Katelyn Young, jumpball lost",Murray St.,3996135,02/15/2024,Katelyn Young,jumpball lost
3,1,"Anna Miller, jumpball lost",Drake,3996137,02/22/2024,Anna Miller,jumpball lost
4,1,"Jade Masogayo, jumpball won",Missouri St.,3996137,02/22/2024,Jade Masogayo,jumpball won
3,1,"Anna Miller, jumpball lost",Drake,3996087,02/25/2024,Anna Miller,jumpball lost
4,1,"Shateah Wetering, jumpball won",UNI,3996087,02/25/2024,Shateah Wetering,jumpball won
3,1,"Anna Miller, jumpball won",Drake,3996138,02/29/2024,Anna Miller,jumpball won
4,1,"Jaida McCloud, jumpball lost",UIC,3996138,02/29/2024,Jaida McCloud,jumpball lost
3,1,"Anna Miller, jumpball won",Drake,3996139,03/02/2024,Anna Miller,jumpball won
4,1,"Leah Earnest, jumpball lost",Valparaiso,3996139,03/02/2024,Leah Earnest,jumpball lost
3,1,"Anna Miller, jumpball won",Drake,3996140,03/07/2024,Anna Miller,jumpball won
4,1,"Nevaeh Thomas, jumpball lost",Evansville,3996140,03/07/2024,Nevaeh Thomas,jumpball lost
3,1,"Anna Miller, jumpball won",Drake,3996117,03/09/2024,Anna Miller,jumpball won
4,1,"Mya Glanton, jumpball lost",Indiana St.,3996117,03/09/2024,Mya Glanton,jumpball lost
3,1,"Anna Miller, jumpball won",Drake,5250969,03/15/2024,Anna Miller,jumpball won
4,1,"Mya Glanton, jumpball lost",Indiana St.,5250969,03/15/2024,Mya Glanton,jumpball lost
3,1,"Anna Miller, jumpball won",Drake,5250934,03/16/2024,Anna Miller,jumpball won
4,1,"Shateah Wetering, jumpball lost",UNI,5250934,03/16/2024,Shateah Wetering,jumpball lost
556,5,"Shateah Wetering, jumpball lost",UNI,5250934,03/16/2024,Shateah Wetering,jumpball lost
557,5,"Anna Miller, jumpball won",Drake,5250934,03/16/2024,Anna Miller,jumpball won
3,1,"Anna Miller, jumpball won",Drake,5250933,03/17/2024,Anna Miller,jumpball won
4,1,"Jade Masogayo, jumpball lost",Missouri St.,5250933,03/17/2024,Jade Masogayo,jumpball lost
3,1,"Makoye Diawara, jumpball won",Norfolk St.,3970359,11/08/2023,Makoye Diawara,jumpball won
4,1,"Hetta Saatman, jumpball lost",Drexel,3970359,11/08/2023,Hetta Saatman,jumpball lost
3,1,"Hetta Saatman, jumpball lost",Drexel,3971432,11/15/2023,Hetta Saatman,jumpball lost
4,1,"Aryss Macktoon, jumpball won",La Salle,3971432,11/15/2023,Aryss Macktoon,jumpball won
3,1,"Hetta Saatman, jumpball won",Drexel,3972179,11/19/2023,Hetta Saatman,jumpball won
4,1,"Laura Ziegler, jumpball lost",Saint Joseph's,3972179,11/19/2023,Laura Ziegler,jumpball lost
3,1,"Lily Fandre, jumpball lost",Lehigh,3973212,11/28/2023,Lily Fandre,jumpball lost
4,1,"Hetta Saatman, jumpball won",Drexel,3973212,11/28/2023,Hetta Saatman,jumpball won
3,1,"Morgan Lee, jumpball won",Marist,3974425,12/06/2023,Morgan Lee,jumpball won
4,1,"Hetta Saatman, jumpball lost",Drexel,3974425,12/06/2023,Hetta Saatman,jumpball lost
3,1,"Makayla Timpson, jumpball won",Florida St.,3975500,12/17/2023,Makayla Timpson,jumpball won
4,1,"Hetta Saatman, jumpball lost",Drexel,3975500,12/17/2023,Hetta Saatman,jumpball lost
3,1,"Hetta Saatman, jumpball won",Drexel,3976091,12/29/2023,Hetta Saatman,jumpball won
4,1,"Katie Rodriguez, jumpball lost",Arcadia,3976091,12/29/2023,Katie Rodriguez,jumpball lost
3,1,"Hetta Saatman, jumpball won",Drexel,3976980,01/05/2024,Hetta Saatman,jumpball won
4,1,"Jenae Dublin, jumpball lost",Hampton,3976980,01/05/2024,Jenae Dublin,jumpball lost
3,1,"Hetta Saatman, jumpball lost",Drexel,3977480,01/07/2024,Hetta Saatman,jumpball lost
4,1,"Jaelyn Batts, jumpball won",Northeastern,3977480,01/07/2024,Jaelyn Batts,jumpball won
3,1,"Hetta Saatman, jumpball lost",Drexel,3977982,01/12/2024,Hetta Saatman,jumpball lost
4,1,"Zoe McCrary, jumpball won",Col. of Charleston,3977982,01/12/2024,Zoe McCrary,jumpball won
3,1,"Hetta Saatman, jumpball won",Drexel,3978519,01/14/2024,Hetta Saatman,jumpball won
4,1,"Sammy Ackles, jumpball lost",UNCW,3978519,01/14/2024,Sammy Ackles,jumpball lost
3,1,"Zyheima Swint, jumpball won",Hofstra,3979048,01/19/2024,Zyheima Swint,jumpball won
4,1,"Hetta Saatman, jumpball lost",Drexel,3979048,01/19/2024,Hetta Saatman,jumpball lost
3,1,"Hetta Saatman, jumpball lost",Drexel,3979548,01/21/2024,Hetta Saatman,jumpball lost
4,1,"Belle Kranbuhl, jumpball won",Monmouth,3979548,01/21/2024,Belle Kranbuhl,jumpball won
3,1,"Khari Clark, jumpball won",Stony Brook,3980518,01/28/2024,Khari Clark,jumpball won
4,1,"Hetta Saatman, jumpball lost",Drexel,3980518,01/28/2024,Hetta Saatman,jumpball lost
3,1,"Kayla Beckwith, jumpball lost",William & Mary,3981560,02/04/2024,Kayla Beckwith,jumpball lost
4,1,"Hetta Saatman, jumpball won",Drexel,3981560,02/04/2024,Hetta Saatman,jumpball won
3,1,"Chaniya Clark, jumpball lost",N.C. A&T,3982595,02/11/2024,Chaniya Clark,jumpball lost
4,1,"Hetta Saatman, jumpball won",Drexel,3982595,02/11/2024,Hetta Saatman,jumpball won
3,1,"Hetta Saatman, jumpball lost",Drexel,3983003,02/16/2024,Hetta Saatman,jumpball lost
4,1,"Kayla Morris, jumpball won",Towson,3983003,02/16/2024,Kayla Morris,jumpball won
489,5,"Jasmine Valentine, jumpball won",Drexel,3983003,02/16/2024,Jasmine Valentine,jumpball won
490,5,"Taiye Johnson, jumpball lost",Towson,3983003,02/16/2024,Taiye Johnson,jumpball lost
3,1,"Belle Kranbuhl, jumpball won",Monmouth,3983773,02/23/2024,Belle Kranbuhl,jumpball won
4,1,"Hetta Saatman, jumpball lost",Drexel,3983773,02/23/2024,Hetta Saatman,jumpball lost
3,1,"Hetta Saatman, jumpball won",Drexel,3984051,02/25/2024,Hetta Saatman,jumpball won
4,1,"Mingaile Urmuleviciute, jumpball lost",UNCW,3984051,02/25/2024,Mingaile Urmuleviciute,jumpball lost
3,1,"Khari Clark, jumpball won",Stony Brook,3984339,03/01/2024,Khari Clark,jumpball won
4,1,"Hetta Saatman, jumpball lost",Drexel,3984339,03/01/2024,Hetta Saatman,jumpball lost
3,1,"Chaniya Clark, jumpball won",N.C. A&T,3984670,03/07/2024,Chaniya Clark,jumpball won
4,1,"Hetta Saatman, jumpball lost",Drexel,3984670,03/07/2024,Hetta Saatman,jumpball lost
3,1,"Iycez Adams, jumpball won",Elon,3984691,03/09/2024,Iycez Adams,jumpball won
4,1,"Hetta Saatman, jumpball lost",Drexel,3984691,03/09/2024,Hetta Saatman,jumpball lost
3,1,"Belle Kranbuhl, jumpball won",Monmouth,5250662,03/15/2024,Belle Kranbuhl,jumpball won
4,1,"Hetta Saatman, jumpball lost",Drexel,5250662,03/15/2024,Hetta Saatman,jumpball lost
3,1,"Kayla Morris, jumpball won",Towson,5250659,03/16/2024,Kayla Morris,jumpball won
4,1,"Hetta Saatman, jumpball lost",Drexel,5250659,03/16/2024,Hetta Saatman,jumpball lost
3,1,"Hetta Saatman, jumpball won",Drexel,5250657,03/17/2024,Hetta Saatman,jumpball won
4,1,"Khari Clark, jumpball lost",Stony Brook,5250657,03/17/2024,Khari Clark,jumpball lost
3,1,"Taylor Jones, jumpball won",Texas,5254166,03/22/2024,Taylor Jones,jumpball won
4,1,"Hetta Saatman, jumpball lost",Drexel,5254166,03/22/2024,Hetta Saatman,jumpball lost
3,1,"Maggie Doogan, jumpball lost",Richmond,3970218,11/06/2023,Maggie Doogan,jumpball lost
4,1,"Kennedy Brown, jumpball won",Duke,3970218,11/06/2023,Kennedy Brown,jumpball won
3,1,"Camilla Emsbo, jumpball lost",Duke,3972207,11/19/2023,Camilla Emsbo,jumpball lost
4,1,"Cameron Brink, jumpball won",Stanford,3972207,11/19/2023,Cameron Brink,jumpball won
548,5,"Team, jumpball lost",Duke,3972207,11/19/2023,Team,jumpball lost
549,5,"Team, jumpball won",Stanford,3972207,11/19/2023,Team,jumpball won
3,1,"Nijah Cunningham, jumpball lost",N.C. Central,3973114,11/26/2023,Nijah Cunningham,jumpball lost
4,1,"Kennedy Brown, jumpball won",Duke,3973114,11/26/2023,Kennedy Brown,jumpball won
3,1,"Zoesha Smith, jumpball won",Georgia,3973522,11/30/2023,Zoesha Smith,jumpball won
4,1,"Kennedy Brown, jumpball lost",Duke,3973522,11/30/2023,Kennedy Brown,jumpball lost
552,5,"Kennedy Brown, jumpball lost",Duke,3973522,11/30/2023,Kennedy Brown,jumpball lost
553,5,"Zoesha Smith, jumpball won",Georgia,3973522,11/30/2023,Zoesha Smith,jumpball won
3,1,"Kennedy Brown, jumpball won",Duke,3974106,12/03/2023,Kennedy Brown,jumpball won
4,1,"Kamilla Cardoso, jumpball lost",South Carolina,3974106,12/03/2023,Kamilla Cardoso,jumpball lost
3,1,"Kennedy Brown, jumpball won",Duke,3975925,12/20/2023,Kennedy Brown,jumpball won
4,1,"Hannah Noveroske, jumpball lost",Toledo,3975925,12/20/2023,Hannah Noveroske,jumpball lost
3,1,"Olivia Cochran, jumpball lost",Louisville,3976979,01/04/2024,Olivia Cochran,jumpball lost
4,1,"Kennedy Brown, jumpball won",Duke,3976979,01/04/2024,Kennedy Brown,jumpball won
3,1,"Kennedy Brown, jumpball lost",Duke,3977495,01/07/2024,Kennedy Brown,jumpball lost
4,1,"Camryn Taylor, jumpball won",Virginia,3977495,01/07/2024,Camryn Taylor,jumpball won
3,1,"Kennedy Brown, jumpball won",Duke,3978532,01/14/2024,Kennedy Brown,jumpball won
4,1,"Kara Dunn, jumpball lost",Georgia Tech,3978532,01/14/2024,Kara Dunn,jumpball lost
3,1,"Elizabeth Kitley, jumpball won",Virginia Tech,3978995,01/18/2024,Elizabeth Kitley,jumpball won
4,1,"Kennedy Brown, jumpball lost",Duke,3978995,01/18/2024,Kennedy Brown,jumpball lost
3,1,"Kennedy Brown, jumpball lost",Duke,3979531,01/21/2024,Kennedy Brown,jumpball lost
4,1,"Saniya Rivers, jumpball won",NC State,3979531,01/21/2024,Saniya Rivers,jumpball won
3,1,"Kennedy Brown, jumpball lost",Duke,3979962,01/25/2024,Kennedy Brown,jumpball lost
4,1,"Makayla Timpson, jumpball won",Florida St.,3979962,01/25/2024,Makayla Timpson,jumpball won
3,1,"Kennedy Brown, jumpball won",Duke,3980549,01/28/2024,Kennedy Brown,jumpball won
4,1,"Lazaria Spearman, jumpball lost",Miami (FL),3980549,01/28/2024,Lazaria Spearman,jumpball lost
3,1,"Kennedy Brown, jumpball won",Duke,3981020,02/01/2024,Kennedy Brown,jumpball won
4,1,"Jala Jordan, jumpball lost",Pittsburgh,3981020,02/01/2024,Jala Jordan,jumpball lost
3,1,"Malaya Cowles, jumpball lost",Wake Forest,3982012,02/08/2024,Malaya Cowles,jumpball lost
4,1,"Kennedy Brown, jumpball won",Duke,3982012,02/08/2024,Kennedy Brown,jumpball won
3,1,"Maria Gakdeng, jumpball won",North Carolina,3982589,02/11/2024,Maria Gakdeng,jumpball won
4,1,"Kennedy Brown, jumpball lost",Duke,3982589,02/11/2024,Kennedy Brown,jumpball lost
470,5,"Kennedy Brown, jumpball lost",Duke,3982589,02/11/2024,Kennedy Brown,jumpball lost
471,5,"Alyssa Ustby, jumpball won",North Carolina,3982589,02/11/2024,Alyssa Ustby,jumpball won
3,1,"Elizabeth Kitley, jumpball won",Virginia Tech,3983001,02/15/2024,Elizabeth Kitley,jumpball won
4,1,"Kennedy Brown, jumpball lost",Duke,3983001,02/15/2024,Kennedy Brown,jumpball lost
3,1,"Kennedy Brown, jumpball won",Duke,3983528,02/19/2024,Kennedy Brown,jumpball won
4,1,"Kylee Watson, jumpball lost",Notre Dame,3983528,02/19/2024,Kylee Watson,jumpball lost
3,1,"Kyra Wood, jumpball lost",Syracuse,3983766,02/22/2024,Kyra Wood,jumpball lost
4,1,"Kennedy Brown, jumpball won",Duke,3983766,02/22/2024,Kennedy Brown,jumpball won
3,1,"Saniya Rivers, jumpball won",NC State,3984083,02/25/2024,Saniya Rivers,jumpball won
4,1,"Kennedy Brown, jumpball lost",Duke,3984083,02/25/2024,Kennedy Brown,jumpball lost
3,1,"Kennedy Brown, jumpball lost",Duke,3984319,02/29/2024,Kennedy Brown,jumpball lost
4,1,"Camryn Taylor, jumpball won",Virginia,3984319,02/29/2024,Camryn Taylor,jumpball won
3,1,"Alyssa Ustby, jumpball won",North Carolina,3984600,03/03/2024,Alyssa Ustby,jumpball won
4,1,"Kennedy Brown, jumpball lost",Duke,3984600,03/03/2024,Kennedy Brown,jumpball lost
3,1,"Kennedy Brown, jumpball won",Duke,5246879,03/07/2024,Kennedy Brown,jumpball won
4,1,"Kara Dunn, jumpball lost",Georgia Tech,5246879,03/07/2024,Kara Dunn,jumpball lost
3,1,"Kennedy Brown, jumpball won",Duke,5246875,03/08/2024,Kennedy Brown,jumpball won
4,1,"Saniya Rivers, jumpball lost",NC State,5246875,03/08/2024,Saniya Rivers,jumpball lost
3,1,"Kennedy Brown, jumpball won",Duke,5254189,03/22/2024,Kennedy Brown,jumpball won
4,1,"Maggie Doogan, jumpball lost",Richmond,5254189,03/22/2024,Maggie Doogan,jumpball lost
3,1,"Taylor Thierry, jumpball won",Ohio St.,5254190,03/24/2024,Taylor Thierry,jumpball won
4,1,"Kennedy Brown, jumpball lost",Duke,5254190,03/24/2024,Kennedy Brown,jumpball lost
3,1,"Tabitha Amanze, jumpball won",Princeton,3970200,11/06/2023,Tabitha Amanze,jumpball won
4,1,"Amaya Hamilton, jumpball lost",Duquesne,3970200,11/06/2023,Amaya Hamilton,jumpball lost
3,1,"Amelia Strong, jumpball lost",Niagara,3970877,11/11/2023,Amelia Strong,jumpball lost
4,1,"Amaya Hamilton, jumpball won",Duquesne,3970877,11/11/2023,Amaya Hamilton,jumpball won
3,1,"Amaya Hamilton, jumpball lost",Duquesne,3971332,11/14/2023,Amaya Hamilton,jumpball lost
4,1,"Vanessa Blake, jumpball won",Howard,3971332,11/14/2023,Vanessa Blake,jumpball won
3,1,"Amaya Hamilton, jumpball lost",Duquesne,3972008,11/18/2023,Amaya Hamilton,jumpball lost
4,1,"Rapuluchi Ayodele, jumpball won",Pittsburgh,3972008,11/18/2023,Rapuluchi Ayodele,jumpball won
3,1,"Maranda Nyborg, jumpball lost",Fordham,3974203,12/05/2023,Maranda Nyborg,jumpball lost
4,1,"Amaya Hamilton, jumpball won",Duquesne,3974203,12/05/2023,Amaya Hamilton,jumpball won
552,5,"Maranda Nyborg, jumpball lost",Fordham,3974203,12/05/2023,Maranda Nyborg,jumpball lost
553,5,"Precious Johnson, jumpball won",Duquesne,3974203,12/05/2023,Precious Johnson,jumpball won
3,1,"Amaya Hamilton, jumpball won",Duquesne,3974925,12/10/2023,Amaya Hamilton,jumpball won
4,1,"Jenna Batsch, jumpball lost",Kent St.,3974925,12/10/2023,Jenna Batsch,jumpball lost
553,5,"Jenna Batsch, jumpball won",Kent St.,3974925,12/10/2023,Jenna Batsch,jumpball won
554,5,"Kiandra Browne, jumpball lost",Duquesne,3974925,12/10/2023,Kiandra Browne,jumpball lost
620,6,"Jenna Batsch, jumpball won",Kent St.,3974925,12/10/2023,Jenna Batsch,jumpball won
621,6,"Amaya Hamilton, jumpball lost",Duquesne,3974925,12/10/2023,Amaya Hamilton,jumpball lost
3,1,"Otaifo Esenabhalu, jumpball won",Longwood,3975168,12/14/2023,Otaifo Esenabhalu,jumpball won
4,1,"Amaya Hamilton, jumpball lost",Duquesne,3975168,12/14/2023,Amaya Hamilton,jumpball lost
3,1,"Anna Olson, jumpball lost",Vermont,3975434,12/16/2023,Anna Olson,jumpball lost
4,1,"Amaya Hamilton, jumpball won",Duquesne,3975434,12/16/2023,Amaya Hamilton,jumpball won
3,1,"Amaya Hamilton, jumpball won",Duquesne,4469492,12/20/2023,Amaya Hamilton,jumpball won
4,1,"Sarah Talon, jumpball lost",Maine,4469492,12/20/2023,Sarah Talon,jumpball lost
3,1,"Jazmyn Doster, jumpball won",George Mason,3977479,01/07/2024,Jazmyn Doster,jumpball won
4,1,"Amaya Hamilton, jumpball lost",Duquesne,3977479,01/07/2024,Amaya Hamilton,jumpball lost
3,1,"Amaya Hamilton, jumpball lost",Duquesne,3977639,01/10/2024,Amaya Hamilton,jumpball lost
4,1,"Maren Durant, jumpball won",George Washington,3977639,01/10/2024,Maren Durant,jumpball won
3,1,"Amaya Hamilton, jumpball won",Duquesne,3978088,01/13/2024,Amaya Hamilton,jumpball won
4,1,"Laura Ziegler, jumpball lost",Saint Joseph's,3978088,01/13/2024,Laura Ziegler,jumpball lost
3,1,"Amaya Hamilton, jumpball won",Duquesne,3978636,01/17/2024,Amaya Hamilton,jumpball won
4,1,"Taylor Napper, jumpball lost",St. Bonaventure,3978636,01/17/2024,Taylor Napper,jumpball lost
3,1,"Amaya Hamilton, jumpball won",Duquesne,3979657,01/24/2024,Amaya Hamilton,jumpball won
4,1,"Maggie Doogan, jumpball lost",Richmond,3979657,01/24/2024,Maggie Doogan,jumpball lost
3,1,"Sitori Tanin, jumpball won",Loyola Chicago,3980512,01/28/2024,Sitori Tanin,jumpball won
4,1,"Amaya Hamilton, jumpball lost",Duquesne,3980512,01/28/2024,Amaya Hamilton,jumpball lost
3,1,"Amaya Hamilton, jumpball lost",Duquesne,3980691,01/31/2024,Amaya Hamilton,jumpball lost
4,1,"Mykel Parham, jumpball won",VCU,3980691,01/31/2024,Mykel Parham,jumpball won
3,1,"Mayé Touré, jumpball lost",Rhode Island,3981111,02/03/2024,Mayé Touré,jumpball lost
4,1,"Amaya Hamilton, jumpball won",Duquesne,3981111,02/03/2024,Amaya Hamilton,jumpball won
3,1,"Amaya Hamilton, jumpball won",Duquesne,3981678,02/07/2024,Amaya Hamilton,jumpball won
4,1,"Lilly Taulelei, jumpball lost",Massachusetts,3981678,02/07/2024,Lilly Taulelei,jumpball lost
3,1,"Amaya Hamilton, jumpball lost",Duquesne,3982116,02/10/2024,Amaya Hamilton,jumpball lost
4,1,"Amber Bullard, jumpball won",La Salle,3982116,02/10/2024,Amber Bullard,jumpball won
3,1,"Amaya Hamilton, jumpball won",Duquesne,3982807,02/14/2024,Amaya Hamilton,jumpball won
4,1,"Kirah Dandridge, jumpball lost",St. Bonaventure,3982807,02/14/2024,Kirah Dandridge,jumpball lost
3,1,"Amaya Hamilton, jumpball won",Duquesne,3983082,02/17/2024,Amaya Hamilton,jumpball won
4,1,"Marcavia Shavers, jumpball lost",Saint Louis,3983082,02/17/2024,Marcavia Shavers,jumpball lost
3,1,"Amaya Hamilton, jumpball won",Duquesne,3983548,02/21/2024,Amaya Hamilton,jumpball won
4,1,"Mayowa Taiwo, jumpball lost",George Washington,3983548,02/21/2024,Mayowa Taiwo,jumpball lost
3,1,"Amaya Hamilton, jumpball won",Duquesne,3984134,02/28/2024,Amaya Hamilton,jumpball won
4,1,"Maggie Doogan, jumpball lost",Richmond,3984134,02/28/2024,Maggie Doogan,jumpball lost
3,1,"Laura Ziegler, jumpball lost",Saint Joseph's,3984367,03/02/2024,Laura Ziegler,jumpball lost
