#,Name,P,MP,GS,FGM,FGA,3FG,3FGA,FT,FTA,PTS,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,PF,DQ,Tech Fouls,teamId,opponentId,gameId
20.0,Sharmayne Finley,G,20:56,,6,13,0,3,0,0,12,0,1,1,1,1,2,0,0,0,0,591672,591844,5722772
24.0,Kiarra Henderson,G,23:10,,5,7,0,0,0,0,10,1,3,4,2,2,1,0,5,1,0,591672,591844,5722772
11.0,Leyah Houston,G,12:43,,2,3,0,0,0,0,4,2,0,2,1,1,1,0,4,0,0,591672,591844,5722772
10.0,Dalayja Hurt-Floyd,G,8:03,,1,1,0,0,0,0,2,1,0,1,1,0,2,0,2,0,0,591672,591844,5722772
14.0,Arene Iyekekpolor,F,20:12,,0,5,0,2,0,0,0,2,2,4,0,1,0,0,1,0,0,591672,591844,5722772
32.0,Milaan Moore,F,0:50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591672,591844,5722772
4.0,Kailyn Watkins,G,9:27,,2,4,0,0,3,3,7,0,1,1,1,0,0,0,2,0,0,591672,591844,5722772
20.0,Oyindamola Akinbolawa,C,22:10,,2,4,0,0,1,1,5,2,2,4,1,3,1,0,4,0,0,591680,591901,5722884
12.0,Mar'shaun Bostic,G,21:34,,0,5,0,0,0,0,0,0,1,1,4,3,1,0,3,0,0,591680,591901,5722884
14.0,Taylen Collins,F,30:22,,3,10,0,0,2,4,8,2,8,10,2,2,4,0,1,0,0,591680,591901,5722884
11.0,Syriah Daniels,G,11:53,,0,2,0,1,0,0,0,1,1,2,0,1,1,0,0,0,0,591680,591901,5722884
4.0,Kaitlyn Duhon,G,17:48,,5,8,1,1,1,1,12,1,5,6,0,1,3,1,3,0,0,591680,591901,5722884
5.0,DeYona Gaston,F,24:12,,6,14,0,0,2,2,14,5,2,7,1,1,0,2,3,0,0,591680,591901,5722884
2.0,Jordan Hunter,G,21:30,,1,6,0,1,0,0,2,2,4,6,6,4,0,0,2,0,0,591680,591901,5722884
1.0,Celia Sumbane,F,32:40,,6,12,1,3,0,0,13,2,6,8,1,3,2,2,1,0,0,591680,591901,5722884
21.0,Audia Young,G,17:51,,4,6,3,4,0,2,11,0,2,2,0,0,4,0,1,0,0,591680,591901,5722884
6.0,Ternadoo Agatha Agba,G,0:16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591901,591680,5722884
40.0,Se'Quoia Allmond,G,21:24,,0,4,0,0,1,2,1,1,4,5,2,7,1,0,3,0,0,591901,591680,5722884
1.0,Tyranny Brown,G,24:51,,1,9,1,4,2,2,5,0,2,2,2,2,0,0,2,0,0,591901,591680,5722884
11.0,Kayla Cooper,G,25:25,,2,8,2,3,0,0,6,1,0,1,0,1,1,0,2,0,0,591901,591680,5722884
20.0,Alice Curman,G,23:00,,0,4,0,1,2,2,2,0,3,3,0,6,2,0,1,0,0,591901,591680,5722884
10.0,Mia Gaines,C,13:04,,1,1,0,0,0,0,2,0,1,1,0,1,0,1,2,0,0,591901,591680,5722884
23.0,Tkiyah Nelson,G,30:19,,1,4,0,0,3,5,5,0,2,2,0,3,2,0,1,0,0,591901,591680,5722884
8.0,Kelowna Ngoyi,G,7:25,,1,1,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,591901,591680,5722884
3.0,Isabella Palmqvist,F,10:22,,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,591901,591680,5722884
14.0,Ariana Peagler,G,4:31,,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,591901,591680,5722884
45.0,Jeniah Thompson,G,12:29,,0,3,0,2,0,0,0,1,4,5,1,2,0,0,2,0,0,591901,591680,5722884
15.0,Gift Uchenna,F,26:56,,4,14,0,0,0,2,8,6,3,9,0,3,2,2,2,0,0,591901,591680,5722884
8.0,Adlee Blacklock,G,20:07,,4,10,4,10,2,3,14,0,5,5,2,2,0,0,2,0,0,591923,591654,5735005
1.0,Jalynn Bristow,F,14:36,,2,5,0,2,3,4,7,2,3,5,1,2,3,0,2,0,0,591923,591654,5735005
2.0,Kilah Freelon,F,17:35,,2,2,0,0,0,0,4,3,3,6,1,0,4,1,0,0,0,591923,591654,5735005
5.0,Denae Fritz,G,25:38,,1,3,0,2,2,2,4,1,0,1,4,1,1,1,2,0,0,591923,591654,5735005
23.0,Loghan Johnson,G,12:57,,1,2,0,0,1,3,3,2,1,3,1,2,1,0,3,0,0,591923,591654,5735005
13.0,Ivana Krajina,G,4:42,,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,591923,591654,5735005
10.0,Achol Magot,F,5:54,,0,0,0,0,0,2,0,1,1,2,0,2,0,0,3,0,0,591923,591654,5735005
7.0,Bird Martin,G,5:03,,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,591923,591654,5735005
20.0,Bailey Maupin,G,18:27,,3,7,2,4,4,4,12,0,1,1,1,1,1,0,3,0,0,591923,591654,5735005
12.0,Jordyn Merritt,F,15:47,,3,3,0,0,3,5,9,3,4,7,1,2,0,1,3,0,0,591923,591654,5735005
30.0,Kelly Mora,F,4:03,,0,2,0,1,0,0,0,1,0,1,0,0,0,0,4,0,0,591923,591654,5735005
11.0,Sarengbe Sanogo,F,12:59,,2,3,0,0,1,1,5,1,0,1,1,1,1,1,4,0,0,591923,591654,5735005
3.0,Jasmine Shavers,G,21:43,,5,11,1,4,2,2,13,1,3,4,0,7,2,0,2,0,0,591923,591654,5735005
24.0,Jada Wynn,G,20:29,,2,6,1,5,2,2,7,0,0,0,1,0,1,0,2,0,0,591923,591654,5735005
55.0,Madison Cockrell,G,20:52,,1,5,0,0,5,6,7,1,0,1,0,0,2,0,3,0,0,591654,591923,5735005
32.0,Jorja Elliott,G,28:07,,2,4,1,1,5,6,10,0,2,2,1,5,2,0,1,0,0,591654,591923,5735005
3.0,Shiho Isono,G,17:43,,2,6,0,1,0,0,4,0,1,1,1,2,0,0,1,0,0,591654,591923,5735005
23.0,Deja Lumsden,G,9:15,,1,2,0,0,1,2,3,0,0,0,0,1,1,0,1,0,0,591654,591923,5735005
4.0,Brynn Lusby,G,15:39,,0,2,0,0,0,0,0,0,0,0,0,2,0,0,5,1,0,591654,591923,5735005
12.0,Izzy Majarucon,G,1:05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591654,591923,5735005
35.0,Raimi McCrary,F,25:15,,2,5,0,0,1,1,5,2,3,5,0,3,3,1,4,0,0,591654,591923,5735005
10.0,Eryn McKinzie,G,11:56,,0,3,0,0,3,4,3,1,1,2,0,1,1,0,0,0,0,591654,591923,5735005
21.0,Mallory McQuietor,F,14:19,,1,3,0,0,5,7,7,2,2,4,0,2,0,0,2,0,0,591654,591923,5735005
1.0,Dorian Norris,G,27:34,,0,3,0,0,3,4,3,1,2,3,1,4,0,0,1,0,0,591654,591923,5735005
14.0,Brenna Perez,F,12:40,,1,1,0,0,2,4,4,1,0,1,0,1,1,0,3,0,0,591654,591923,5735005
24.0,Destiny Whitaker,G,15:35,,0,4,0,1,2,2,2,0,1,1,0,4,0,0,3,0,0,591654,591923,5735005
23.0,Kayana Armbrister,G,9:06,,2,4,0,0,0,0,4,1,2,3,0,0,0,0,1,0,0,591919,591664,5738031
15.0,Morgan Borgstadt,G,26:02,,1,4,0,1,3,4,5,0,0,0,4,2,3,0,3,0,0,591919,591664,5738031
4.0,Anaya Brown,F,29:12,,6,11,2,2,2,4,16,2,4,6,1,3,2,1,1,0,0,591919,591664,5738031
11.0,Shae Littleford,G,26:42,,2,5,1,4,5,6,10,0,1,1,2,2,4,0,1,0,0,591919,591664,5738031
2.0,Kaitlyn McCarn,G,11:09,,0,1,0,1,0,0,0,0,3,3,0,2,0,0,4,0,0,591919,591664,5738031
44.0,Kenley McCarn,G,30:40,,6,14,3,9,0,0,15,2,2,4,1,0,0,0,1,0,0,591919,591664,5738031
1.0,Daejah Richmond,G,27:09,,5,13,0,3,1,4,11,0,1,1,1,5,2,0,3,0,0,591919,591664,5738031
12.0,Lexi Rubel,F,22:51,,0,2,0,0,0,0,0,1,2,3,1,1,1,1,4,0,0,591919,591664,5738031
14.0,Abby Stephens,F,17:09,,1,2,0,0,0,0,2,3,1,4,0,1,1,0,2,0,0,591919,591664,5738031
11.0,Veronaye Charlton,G,3:22,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,591664,591919,5738031
23.0,Alyssa Clutter,G,27:42,,3,4,0,0,4,6,10,0,4,4,2,3,2,1,2,0,0,591664,591919,5738031
13.0,Katie Criswell,G,30:51,,1,6,0,2,0,0,2,1,4,5,2,4,0,0,3,0,0,591664,591919,5738031
10.0,Charity Gallegos,G,33:23,,6,12,3,7,0,0,15,0,1,1,5,5,0,0,4,0,0,591664,591919,5738031
22.0,India Howard,F,19:54,,2,6,0,0,2,4,6,5,4,9,1,3,1,0,4,0,0,591664,591919,5738031
0.0,Cameron Jones,F,14:10,,2,3,0,0,1,2,5,1,1,2,0,2,0,1,3,0,0,591664,591919,5738031
20.0,Jazzy Klinge,F,21:05,,2,3,0,0,3,4,7,2,6,8,0,5,0,1,1,0,0,591664,591919,5738031
21.0,Rhema Pegues,G,6:48,,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,591664,591919,5738031
1.0,Emma Kate Tittle,G,34:25,,7,13,5,8,2,2,21,0,6,6,3,3,3,0,0,0,0,591664,591919,5738031
12.0,Sarang West,G,3:04,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591664,591919,5738031
5.0,Sara Wohlgemuth,G,5:16,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,591664,591919,5738031
22.0,Asiah Baxter,G,16:22,,0,3,0,1,0,0,0,1,2,3,1,2,2,0,2,0,0,591856,591755,5723654
14.0,Kate Dennis,G,28:11,,3,9,3,8,1,2,10,0,2,2,1,0,0,1,2,0,0,591856,591755,5723654
3.0,Anyssa Jones,G,33:49,,2,6,2,2,2,4,8,1,4,5,3,2,0,0,2,0,0,591856,591755,5723654
4.0,Aliah McWhorter,G,28:34,,3,6,0,1,2,2,8,2,0,2,0,1,0,0,0,0,0,591856,591755,5723654
21.0,Bailey Tabeling,G,39:06,,4,14,3,12,3,5,14,1,7,8,3,5,1,2,3,0,0,591856,591755,5723654
5.0,Kennedi Watkins,G,22:18,,10,12,4,5,2,5,26,0,3,3,1,4,2,1,5,1,0,591856,591755,5723654
13.0,Monica Williams,G,31:40,,2,6,0,1,0,0,4,3,3,6,4,6,1,0,1,0,0,591856,591755,5723654
0.0,Bukky Akinsola,G,30:28,,2,9,1,1,1,2,6,0,1,1,1,0,2,0,2,0,0,591755,591856,5723654
30.0,McKenna Eddings,F,36:36,,8,21,3,8,1,3,20,5,5,10,6,0,3,0,2,0,0,591755,591856,5723654
7.0,Paris Gaines,C,18:45,,3,6,0,0,0,0,6,5,2,7,0,1,0,2,1,0,0,591755,591856,5723654
34.0,Indya Green,F,36:11,,7,16,0,0,0,1,14,2,8,10,0,2,2,2,2,0,0,591755,591856,5723654
3.0,Nicole Gwynn,G,37:57,,5,13,1,6,3,3,14,0,1,1,3,3,1,0,3,0,0,591755,591856,5723654
4.0,Jazmyne Jackson,G,1:07,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,591755,591856,5723654
32.0,Leah Johnson,F,15:09,,3,6,0,0,1,1,7,4,2,6,2,1,0,1,4,0,0,591755,591856,5723654
44.0,Nakiyah Mays-Prince,G,22:20,,6,9,1,2,2,4,15,3,4,7,2,1,3,0,3,0,0,591755,591856,5723654
23.0,Deannasty Smith,F,1:27,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,591755,591856,5723654
3.0,Lauren Bailey,G,17:44,,1,8,1,8,1,2,4,1,3,4,1,2,0,0,4,0,0,591969,592172,5728433
25.0,Elle Blatchford,G,26:09,,4,10,3,5,1,2,12,5,2,7,0,6,0,0,2,0,0,591969,592172,5728433
11.0,Kelsey Crossan,G,5:43,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,591969,592172,5728433
5.0,Anaya Harris,G,23:20,,6,10,0,1,0,1,12,1,2,3,1,5,4,0,2,0,0,591969,592172,5728433
23.0,Ashley Hawkins,G,37:00,,4,8,2,2,0,0,10,0,2,2,9,1,1,0,1,0,0,591969,592172,5728433
13.0,Andrea Martinez,F,10:17,,2,2,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,591969,592172,5728433
33.0,Elze Motekaityte,F,37:40,,6,15,0,5,2,2,14,1,3,4,3,1,0,2,2,0,0,591969,592172,5728433
14.0,Maja Rohkohl,C,26:20,,3,6,0,0,3,4,9,3,6,9,1,1,0,0,3,0,0,591969,592172,5728433
22.0,Kendall Scott,G,15:47,,1,4,0,3,0,0,2,0,2,2,0,2,0,1,0,0,0,591969,592172,5728433
3.0,Mykah Anderson,G,27:33,,3,10,0,3,1,3,7,0,2,2,3,1,1,0,1,0,0,592172,591969,5728433
14.0,Amanda Blake,C,18:18,,3,4,0,0,1,2,7,0,4,4,1,0,0,1,0,0,0,592172,591969,5728433
2.0,Zuriyah Davis,G,24:30,,4,16,1,10,0,0,9,1,1,2,0,1,1,0,1,0,0,592172,591969,5728433
11.0,Gal-la Font,F,1:51,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,592172,591969,5728433
21.0,Hannah Hicks,F,6:26,,1,3,0,0,0,0,2,2,1,3,0,1,0,0,4,0,0,592172,591969,5728433
32.0,K'Nari Holliday,C,28:31,,4,8,0,0,1,2,9,3,5,8,1,2,1,1,2,0,0,592172,591969,5728433
12.0,Destiny Jones,F,26:35,,4,7,0,0,3,6,11,4,5,9,1,3,2,0,3,0,0,592172,591969,5728433
13.0,Becca Ledford,G,21:06,,3,5,2,4,0,0,8,0,3,3,0,5,1,0,0,0,0,592172,591969,5728433
5.0,Grace O'Gara,G,21:49,,0,4,0,4,0,0,0,0,1,1,3,3,0,0,0,0,0,592172,591969,5728433
1.0,Sydne Tolbert,G,23:21,,3,5,1,3,3,4,10,0,1,1,2,1,4,0,1,0,0,592172,591969,5728433
1.0,Paris Clark,G,18:36,,3,8,1,3,0,0,7,1,3,4,6,2,3,2,2,0,0,591945,591673,5723364
23.0,Payton Dunbar,G,16:56,,4,8,1,5,0,0,9,0,3,3,3,1,0,0,1,0,0,591945,591673,5723364
2.0,RyLee Grays,F,17:48,,0,2,0,0,0,0,0,3,0,3,0,0,0,0,2,0,0,591945,591673,5723364
32.0,Breona Hurd,F,25:26,,8,15,2,5,0,0,18,3,3,6,2,2,1,1,3,0,0,591945,591673,5723364
21.0,Kymora Johnson,G,21:49,,6,9,3,3,6,6,21,0,3,3,9,1,1,0,1,0,0,591945,591673,5723364
35.0,Latasha Lattimore,F,24:54,,7,12,0,2,1,5,15,3,5,8,2,3,0,5,3,0,0,591945,591673,5723364
41.0,Taylor Lauterbach,C,16:56,,4,7,0,0,0,0,8,5,8,13,2,0,1,1,3,0,0,591945,591673,5723364
0.0,Olivia McGhee,G,25:03,,5,12,1,6,1,1,12,1,4,5,2,2,3,0,3,0,0,591945,591673,5723364
8.0,Edessa Noyan,F,15:32,,3,5,1,3,0,0,7,0,1,1,0,0,0,1,3,0,0,591945,591673,5723364
10.0,Casey Valenti-Paea,G,17:00,,2,2,1,1,2,2,7,0,2,2,0,3,0,0,2,0,0,591945,591673,5723364
11.0,Elizabeth Archer,G,12:39,,1,4,0,2,1,1,3,0,4,4,1,4,2,0,1,0,0,591673,591945,5723364
2.0,Ivy Bales,G,11:36,,1,4,0,0,0,0,2,0,1,1,2,0,0,0,4,0,0,591673,591945,5723364
5.0,Molly Driscoll,G,24:34,,2,7,0,2,3,4,7,0,1,1,1,3,1,0,3,0,0,591673,591945,5723364
3.0,Bailey Garbee,G,21:02,,0,2,0,1,1,2,1,0,0,0,1,2,0,0,1,0,0,591673,591945,5723364
32.0,Cecilia Kay,F,32:59,,5,13,2,4,2,4,14,3,6,9,2,0,0,1,1,0,0,591673,591945,5723364
10.0,Grace Koepke,F,13:08,,1,6,0,0,0,0,2,1,3,4,0,3,0,0,2,0,0,591673,591945,5723364
12.0,Madisyn Moore-Nicholson,G,0:43,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,591673,591945,5723364
4.0,Laura Nogues,G,17:49,,4,6,2,3,1,2,11,0,2,2,5,2,0,0,3,0,0,591673,591945,5723364
24.0,Ellie Pingree,F,14:27,,5,8,1,1,3,4,14,1,1,2,0,0,0,0,1,0,0,591673,591945,5723364
1.0,Anna Rescifina,G,34:55,,5,16,1,7,3,3,14,0,5,5,3,3,0,0,0,0,0,591673,591945,5723364
30.0,Lexi Salazar,G,16:08,,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,591673,591945,5723364
3.0,Johnea Donahue,G,32:14,,1,4,0,0,3,6,5,0,5,5,3,5,3,0,1,0,0,591690,591904,5722831
11.0,Taya Ellis,F,30:41,,4,6,0,0,3,6,11,3,6,9,2,3,1,4,4,0,0,591690,591904,5722831
20.0,Jasmine Fearne,G,9:08,,1,3,1,3,0,0,3,1,1,2,0,1,0,0,1,0,0,591690,591904,5722831
22.0,Lauren Gerken,F,26:04,,5,12,3,7,1,2,14,4,4,8,1,2,1,1,1,0,0,591690,591904,5722831
0.0,Laila Harrison,F,3:57,,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,591690,591904,5722831
10.0,Paige Kohler,G,31:59,,7,13,3,8,2,2,19,0,1,1,1,5,1,0,5,1,0,591690,591904,5722831
33.0,Kendal Moxey,F,12:39,,1,1,0,0,2,4,4,2,1,3,0,2,1,0,4,0,0,591690,591904,5722831
32.0,Erika Porter,F,7:37,,2,4,0,0,0,0,4,2,1,3,2,2,0,0,5,1,0,591690,591904,5722831
2.0,Emily Siesel,G,2:45,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,591690,591904,5722831
23.0,Brook Simpson,G,6:32,,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,591690,591904,5722831
1.0,Amy Velasco,G,36:24,,2,6,0,2,7,10,11,1,0,1,6,4,0,0,3,0,0,591690,591904,5722831
20.0,Je'Mya Evans,F,11:05,,2,5,0,0,2,2,6,4,1,5,0,1,1,0,1,0,0,591904,591690,5722831
45.0,Melyia Grayson,C,29:40,,9,15,0,2,6,6,24,1,4,5,1,3,1,3,5,1,0,591904,591690,5722831
14.0,Nyla Jean,G,36:45,,4,13,0,2,4,5,12,4,3,7,4,1,5,0,3,0,0,591904,591690,5722831
24.0,Mikaylah Manley,G,11:17,,0,1,0,0,0,0,0,1,2,3,0,3,0,0,3,0,0,591904,591690,5722831
11.0,Trinity Rowe,G,23:14,,3,7,0,2,0,0,6,1,2,3,1,4,0,0,5,1,0,591904,591690,5722831
10.0,Samantha Shanks,G,14:52,,0,2,0,2,0,0,0,0,1,1,0,1,1,0,1,0,0,591904,591690,5722831
12.0,Morgan Sieper,G,39:59,,3,14,1,8,2,2,9,3,2,5,2,2,1,0,3,0,0,591904,591690,5722831
5.0,Bre Sutton,G,33:09,,4,5,0,0,2,13,10,5,3,8,4,5,6,0,3,0,0,591904,591690,5722831
1.0,Tiara Bellamy,G,11:21,,0,5,0,2,1,2,1,0,1,1,0,2,2,0,4,0,0,591801,591802,5728520
21.0,Talia Davis,F,34:17,,2,5,1,2,0,0,5,0,2,2,0,1,2,0,3,0,0,591801,591802,5728520
4.0,Riley Donahue,G,1:46,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591801,591802,5728520
33.0,Laura Lacambra,C,22:25,,1,3,0,0,2,2,4,1,1,2,0,4,0,0,0,0,0,591801,591802,5728520
5.0,Jordon Lewis,F,24:38,,4,10,2,4,0,2,10,0,3,3,1,3,0,2,2,0,0,591801,591802,5728520
0.0,Yasmin Ott,G,19:41,,1,4,1,2,0,0,3,0,0,0,2,1,0,0,3,0,0,591801,591802,5728520
13.0,Kenya Ramsey,G,2:45,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591801,591802,5728520
3.0,Jaliena Sanchez,G,34:49,,1,9,0,4,3,4,5,1,2,3,1,5,0,0,3,0,0,591801,591802,5728520
12.0,Lauren Thompson,G,5:24,,1,2,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,591801,591802,5728520
10.0,Alaina Williams,F,9:17,,0,2,0,0,0,2,0,1,0,1,0,3,1,0,4,0,0,591801,591802,5728520
15.0,Carmen Yanez,G,33:37,,0,3,0,3,1,2,1,0,1,1,2,2,2,0,2,0,0,591801,591802,5728520
15.0,Christina Dalce,F,20:29,,5,8,0,0,3,4,13,5,5,10,2,3,1,0,2,0,0,591802,591801,5728520
42.0,Amari DeBerry,F,10:42,,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,591802,591801,5728520
3.0,Emily Fisher,G,5:55,,1,2,0,0,2,2,4,0,0,0,0,0,1,0,0,0,0,591802,591801,5728520
14.0,Allie Kubek,F,26:42,,4,8,1,4,2,4,11,1,7,8,0,2,0,0,2,0,0,591802,591801,5728520
24.0,Bri McDaniel,G,19:13,,2,4,0,1,0,1,4,0,2,2,2,1,0,0,4,0,0,591802,591801,5728520
5.0,Ava McKennie,G,8:56,,1,2,0,0,0,0,2,0,1,1,0,0,1,0,2,0,0,591802,591801,5728520
10.0,Mir McLean,G,11:48,,1,1,0,0,2,2,4,1,3,4,0,4,0,0,3,0,0,591802,591801,5728520
6.0,Saylor Poffenbarger,G,16:48,,3,7,1,4,0,0,7,4,3,7,1,5,1,2,3,0,0,591802,591801,5728520
0.0,Shyanne Sellers,G,30:31,,5,11,0,1,2,3,12,2,5,7,2,4,1,0,2,0,0,591802,591801,5728520
2.0,Kaylene Smikle,G,22:32,,2,6,0,1,3,3,7,1,2,3,0,3,2,0,2,0,0,591802,591801,5728520
1.0,Sarah Te-Biasu,G,26:24,,4,7,0,2,0,0,8,1,3,4,1,0,2,0,1,0,0,591802,591801,5728520
23.0,Kendall Braden,G,4:04,,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,591927,591993,5731009
4.0,Kendall Carruthers,G,28:44,,2,7,0,2,4,4,8,1,2,3,1,1,2,1,1,0,0,591927,591993,5731009
10.0,Evalyse Cole,F,3:35,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,591927,591993,5731009
34.0,Jessica Cook,F,9:57,,3,6,0,0,2,3,8,3,1,4,0,1,0,0,3,0,0,591927,591993,5731009
14.0,Cadence Dykstra,G,12:17,,0,2,0,0,0,0,0,1,2,3,0,1,0,0,3,0,0,591927,591993,5731009
2.0,Faith Fedd-Robinson,G,16:28,,1,4,0,1,1,2,3,1,3,4,2,4,1,1,3,0,0,591927,591993,5731009
1.0,Nan Garcia,G,15:44,,2,9,1,4,2,2,7,0,0,0,0,0,0,0,0,0,0,591927,591993,5731009
22.0,Khera Goss,G,31:35,,4,6,0,1,3,6,11,3,3,6,4,1,2,0,2,0,0,591927,591993,5731009
33.0,Sammi Mikonowicz,G,34:25,,6,13,0,3,3,5,15,2,4,6,0,0,1,1,2,0,0,591927,591993,5731009
51.0,Hannah Noveroske,C,19:50,,7,10,0,0,2,4,16,4,4,8,1,1,1,3,1,0,0,591927,591993,5731009
30.0,Emmi Rinat,G,5:55,,0,0,0,0,1,3,1,0,0,0,0,0,0,0,2,0,0,591927,591993,5731009
11.0,Destiny Robinson,G,8:36,,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,591927,591993,5731009
12.0,Ella Weaver,G,8:50,,0,3,0,3,0,0,0,0,2,2,1,1,0,0,2,0,0,591927,591993,5731009
10.0,Aislynn Hayes,G,35:26,,4,19,0,4,3,6,11,2,1,3,1,6,1,0,3,0,0,591993,591927,5731009
20.0,Peyton Ilderton,G,5:44,,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,591993,591927,5731009
24.0,Kassie Ingram,G,3:16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,591993,591927,5731009
6.0,Madison Kellione,G,31:20,,3,7,0,4,0,0,6,0,0,0,4,2,2,0,1,0,0,591993,591927,5731009
2.0,Blessing King,F,16:12,,1,1,0,0,0,0,2,3,3,6,1,1,0,0,5,1,0,591993,591927,5731009
23.0,Meredith Maier,F,32:09,,4,8,2,4,0,0,10,0,1,1,2,1,2,0,3,0,0,591993,591927,5731009
13.0,Leyocha Marigney,F,7:11,,2,2,0,0,0,1,4,1,2,3,0,1,0,0,5,1,0,591993,591927,5731009
3.0,CC Mays,G,30:15,,6,10,3,5,5,5,20,4,5,9,1,3,1,0,1,0,0,591993,591927,5731009
4.0,Adiana Pacheco,F,4:38,,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,591993,591927,5731009
30.0,Aarionna Redman,F,17:36,,2,4,1,2,2,2,7,1,2,3,1,2,0,0,1,0,0,591993,591927,5731009
22.0,Ashley Tudor,G,2:54,,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,591993,591927,5731009
1.0,TreShondra Williams,F,13:19,,2,4,2,3,0,0,6,0,2,2,0,0,0,0,5,1,0,591993,591927,5731009
8.0,Semie Brar,G,16:55,,0,6,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,591773,591954,5725952
10.0,Deja Jones,G,31:37,,2,7,0,2,2,2,6,0,4,4,6,9,1,0,1,0,0,591773,591954,5725952
31.0,Lily Niebuhr,C,1:38,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591773,591954,5725952
0.0,Queen Ruffin,G,4:54,,0,2,0,0,2,2,2,0,1,1,0,4,2,0,0,0,0,591773,591954,5725952
12.0,Keslyn Secrist,G,33:56,,8,13,4,7,1,1,21,1,4,5,1,3,2,0,5,1,0,591773,591954,5725952
4.0,Mia Simpson,G,30:00,,4,10,0,0,1,2,9,0,1,1,1,6,1,0,0,0,0,591773,591954,5725952
5.0,Davina Smith,G,3:30,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,591773,591954,5725952
13.0,Saige Stahl,F,22:28,,2,4,0,0,0,0,4,2,2,4,0,0,1,0,2,0,0,591773,591954,5725952
2.0,Savannah White,G,25:02,,3,7,0,0,2,4,8,1,3,4,1,1,0,1,0,0,0,591773,591954,5725952
23.0,Chloe Williams,F,25:54,,3,4,0,0,3,4,9,4,3,7,0,1,4,0,1,0,0,591773,591954,5725952
14.0,Leah Yarbrough,F,4:06,,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,591773,591954,5725952
0.0,Mackenzie Chatfield,G,31:24,,7,12,5,9,0,0,19,0,3,3,3,4,0,0,1,0,0,591954,591773,5725952
33.0,Josie Gilvin,F,25:46,,4,8,1,2,0,0,9,3,3,6,2,1,3,1,4,0,0,591954,591773,5725952
10.0,Acacia Hayes,G,38:27,,4,5,1,2,0,0,9,1,2,3,5,5,10,0,2,0,0,591954,591773,5725952
2.0,Torri James,F,1:16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591954,591773,5725952
34.0,Salma Khedr,G,4:16,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,591954,591773,5725952
3.0,Alexis Mead,G,8:36,,0,2,0,0,0,0,0,0,1,1,2,1,3,0,3,0,0,591954,591773,5725952
5.0,Mya Pratcher,F,17:46,,0,1,0,0,2,2,2,0,3,3,2,1,1,0,1,0,0,591954,591773,5725952
1.0,Destiny Salary,G,32:12,,3,10,0,2,1,2,7,0,5,5,2,3,1,1,1,0,0,591954,591773,5725952
15.0,Tia Shelling,G,1:33,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,591954,591773,5725952
