,#,Name,P,MP,GS,FGM,FGA,3FG,3FGA,FT,FTA,PTS,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,PF,DQ,Tech Fouls,Team ID,Opponent ID,Game ID
11,,Alcorn,,200:00,1,18,35,5,9,17,20,58,2,27,29,10,27,2,0,24,1,1,560588,561111,3981463
13,,Southern U.,,200:00,1,22,50,5,13,12,26,61,8,11,19,9,13,16,0,23,0,0,561111,560588,3981463
14,,Jackson St.,,200:00,1,14,45,4,19,31,40,63,12,25,37,13,20,10,4,29,1,0,560821,561111,3981593
12,,Southern U.,,200:00,1,16,50,3,10,23,32,58,10,18,28,5,14,9,1,29,3,0,561111,560821,3981593
12,,Southern U.,,200:00,1,25,61,6,12,11,14,67,11,24,35,14,13,6,2,15,0,0,561111,560578,3982465
11,,Alabama A&M,,200:00,1,25,58,3,12,7,11,60,7,22,29,13,15,7,2,13,0,0,560578,561111,3982465
13,,Southern U.,,200:00,1,30,63,2,6,17,23,79,12,19,31,21,12,12,1,25,0,0,561111,560580,3982596
13,,Alabama St.,,200:00,1,16,50,3,13,28,36,63,13,21,34,14,22,6,3,22,0,0,560580,561111,3982596
10,,Prairie View,,225:00,1,22,55,1,16,23,25,68,10,21,31,10,18,9,0,29,3,0,561025,561111,3983403
12,,Southern U.,,225:00,1,22,46,6,13,25,34,75,6,22,28,8,20,6,1,24,0,0,561111,561025,3983403
11,,Southern U.,,200:00,1,21,57,5,11,10,15,57,11,16,27,15,19,7,1,21,0,0,561111,560778,3984019
12,,Grambling,,200:00,1,21,45,3,8,14,24,59,7,25,32,11,18,8,2,19,1,0,560778,561111,3984019
12,,Southern U.,,225:00,1,20,62,3,15,22,35,65,13,27,40,12,20,11,1,19,0,0,561111,560613,3984547
9,,Bethune-Cookman,,225:00,1,20,56,3,11,16,24,59,7,31,38,12,22,8,2,23,0,0,560613,561111,3984547
12,,Southern U.,,200:00,1,22,58,3,10,20,29,67,15,20,35,12,17,12,4,15,1,0,561111,560749,3984610
9,,Florida A&M,,200:00,1,24,54,2,13,11,12,61,5,21,26,11,21,3,1,24,1,0,560749,561111,3984610
13,,Alabama St.,,200:00,1,16,47,4,13,13,18,49,11,20,31,9,16,5,3,21,0,0,560580,561111,3984658
12,,Southern U.,,200:00,1,22,46,3,11,14,25,61,10,22,32,9,15,9,0,16,0,0,561111,560580,3984658
9,,Alabama A&M,,200:00,1,21,64,6,19,2,4,50,14,25,39,11,16,5,4,8,0,0,560578,561111,3984723
12,,Southern U.,,200:00,1,22,54,5,8,10,12,59,6,30,36,9,15,10,2,8,0,0,561111,560578,3984723
11,,Southern U.,,200:00,1,18,56,2,12,14,24,52,13,19,32,8,8,7,1,25,1,1,561111,560588,5250884
9,,Alcorn,,200:00,1,17,45,4,12,21,23,59,9,29,38,11,16,5,2,18,0,0,560588,561111,5250884
9,,Southern Utah,,200:00,1,25,56,7,19,20,27,77,9,23,32,15,13,8,6,16,0,0,561114,560741,3970361
11,,Eastern Wash.,,200:00,1,33,72,7,17,13,17,86,17,25,42,14,12,9,4,20,0,0,560741,561114,3970361
11,,UC Santa Barbara,,200:00,1,26,51,6,16,13,19,71,5,23,28,17,15,9,5,18,0,0,560653,561114,3972230
9,,Southern Utah,,200:00,1,25,66,5,19,6,12,61,20,22,42,14,17,5,4,19,0,0,561114,560653,3972230
9,,Southern Utah,,200:00,1,26,69,8,28,6,10,66,11,27,38,13,14,4,7,18,1,0,561114,560570,3973213
11,,California Baptist,,200:00,1,26,63,8,27,19,33,79,15,32,47,15,13,8,3,15,0,0,560570,561114,3973213
12,,New Mexico,,200:00,1,15,55,2,11,8,14,40,14,27,41,10,16,5,4,7,0,0,560948,561114,3974474
11,,Southern Utah,,200:00,1,25,63,8,28,0,0,58,11,30,41,14,11,7,7,15,0,0,561114,560948,3974474
10,,Southern Utah,,200:00,1,29,61,6,14,6,18,70,10,29,39,15,16,3,4,19,1,0,561114,560975,3976001
11,,Northern Ariz.,,200:00,1,29,64,7,19,16,19,81,8,28,36,11,10,10,7,21,1,0,560975,561114,3976001
9,,Southern Utah,,200:00,1,27,55,6,16,11,15,71,13,28,41,14,19,7,7,12,0,0,561114,560563,3977075
12,,Utah Valley,,200:00,1,21,59,10,25,6,10,58,12,17,29,13,15,12,2,22,1,0,560563,561114,3977075
11,,California Baptist,,200:00,1,35,76,13,29,10,12,93,13,31,44,28,8,10,1,16,0,0,560570,561114,3979100
10,,Southern Utah,,200:00,1,26,70,8,24,7,12,67,15,29,44,17,17,3,1,14,0,0,561114,560570,3979100
10,,Southern Utah,,200:00,1,23,58,6,17,8,12,60,13,21,34,8,15,4,2,19,1,0,561114,560568,3979973
11,,Tarleton St.,,200:00,1,27,57,5,16,12,17,71,11,24,35,12,10,12,6,12,0,0,560568,561114,3979973
9,,Southern Utah,,200:00,1,30,57,10,21,12,16,82,9,24,33,19,15,1,2,19,0,0,561114,560574,3980219
12,,Abilene Christian,,200:00,1,32,64,5,26,11,14,80,7,19,26,11,7,8,4,21,1,0,560574,561114,3980219
11,,UTRGV,,225:00,1,24,70,6,19,11,13,65,15,25,40,15,9,7,2,21,1,0,561011,561114,3981420
8,,Southern Utah,,225:00,1,24,61,8,21,12,18,68,15,33,48,17,13,5,4,14,0,0,561114,561011,3981420
11,,Utah Valley,,250:00,1,25,82,4,23,12,19,66,13,25,38,20,10,24,4,20,2,0,560563,561114,3983286
9,,Southern Utah,,250:00,1,21,52,7,21,18,23,67,9,43,52,17,32,5,13,16,0,1,561114,560563,3983286
14,,Abilene Christian,,200:00,1,29,62,7,21,10,13,75,12,27,39,11,11,10,1,18,0,0,560574,561114,3984286
9,,Southern Utah,,200:00,1,15,55,3,13,9,14,42,15,22,37,8,19,4,2,11,0,0,561114,560574,3984286
12,,Tarleton St.,,200:00,1,26,59,5,15,12,14,69,10,24,34,20,10,6,1,13,1,0,560568,561114,3984518
8,,Southern Utah,,200:00,1,25,62,5,25,8,11,63,12,21,33,18,13,5,2,13,0,0,561114,560568,3984518
8,,Southern Utah,,200:00,1,25,62,8,20,7,10,65,8,30,38,15,4,7,0,9,0,0,561114,561011,3984713
10,,UTRGV,,200:00,1,20,54,8,28,4,6,52,6,29,35,11,13,2,3,16,0,0,561011,561114,3984713
10,,Little Rock,,200:00,1,16,45,0,6,15,22,47,7,19,26,3,12,9,2,18,2,0,560601,561116,3970250
10,,Missouri St.,,200:00,1,17,46,6,21,12,24,52,16,26,42,10,20,6,1,17,1,0,561116,560601,3970250
11,,Saint Louis,,200:00,1,24,54,3,10,28,36,79,10,31,41,12,16,14,1,19,1,0,561062,561116,3971433
12,,Missouri St.,,200:00,1,26,68,4,16,11,18,67,16,24,40,12,20,11,2,29,3,0,561116,561062,3971433
12,,Missouri St.,,200:00,1,22,52,7,17,23,34,74,15,26,41,16,20,9,7,18,0,0,561116,561097,3972601
11,,Southeast Mo. St.,,200:00,1,23,54,1,7,19,23,66,7,16,23,5,16,10,4,23,1,0,561097,561116,3972601
9,,Oklahoma St.,,200:00,1,24,43,15,27,19,24,82,1,34,35,12,14,3,0,20,0,0,560997,561116,3973106
11,,Missouri St.,,200:00,1,17,60,4,15,13,21,51,12,20,32,7,10,5,1,22,0,1,561116,560997,3973106
12,,Missouri,,200:00,1,32,67,10,24,7,12,81,11,33,44,18,13,5,0,10,0,0,560907,561116,3974384
12,,Missouri St.,,200:00,1,26,68,7,28,4,8,63,9,27,36,14,11,5,3,16,0,0,561116,560907,3974384
11,,Missouri St.,,200:00,1,21,53,4,16,10,16,56,13,16,29,8,16,10,5,15,0,0,561116,560627,3975827
9,,BYU,,200:00,1,20,46,6,17,9,13,55,12,22,34,14,25,5,1,18,0,0,560627,561116,3975827
9,,Missouri St.,,200:00,1,23,60,4,9,4,8,54,11,24,35,14,14,7,5,10,0,0,561116,560982,3996071
10,,UNI,,200:00,1,19,50,6,21,8,10,52,7,25,32,7,16,4,2,14,0,0,560982,561116,3996071
9,,Missouri St.,,200:00,1,21,60,5,10,4,8,51,11,20,31,11,13,7,4,14,0,0,561116,560807,3996097
11,,UIC,,200:00,1,19,51,4,12,8,11,50,12,29,41,9,21,7,2,16,0,0,560807,561116,3996097
12,,Bradley,,200:00,1,23,47,10,19,10,14,66,5,22,27,16,20,3,1,10,0,0,560625,561116,4470150
15,,Missouri St.,,200:00,1,41,72,7,17,5,8,94,11,22,33,22,4,15,3,11,0,0,561116,560625,4470150
11,,Illinois St.,,200:00,1,24,45,6,15,31,36,85,5,26,31,18,18,2,2,17,0,0,560803,561116,4470024
10,,Missouri St.,,200:00,1,33,68,8,21,4,8,78,12,17,29,22,13,8,2,26,0,0,561116,560803,4470024
15,,Missouri St.,,200:00,1,37,79,6,18,10,16,90,22,30,52,21,10,11,2,24,0,0,561116,560743,3996100
11,,Evansville,,200:00,1,17,51,3,19,18,32,55,10,23,33,10,16,3,2,18,0,0,560743,561116,3996100
15,,Missouri St.,,200:00,1,34,56,7,16,14,18,89,6,21,27,19,11,10,9,14,0,0,561116,560809,3996099
13,,Indiana St.,,200:00,1,28,57,7,12,8,14,71,9,18,27,14,17,7,1,15,0,0,560809,561116,3996099
11,,Belmont,,200:00,1,25,58,5,17,11,18,66,15,28,43,17,11,5,4,14,0,0,560553,561116,3996441
10,,Missouri St.,,200:00,1,20,57,7,19,8,11,55,10,22,32,14,10,4,3,15,0,0,561116,560553,3996441
12,,Murray St.,,200:00,1,26,58,4,16,18,21,74,11,20,31,6,28,14,4,21,0,0,560923,561116,3996315
10,,Missouri St.,,200:00,1,30,61,9,18,15,18,84,13,23,36,17,26,12,7,23,0,0,561116,560923,3996315
11,,Southern Ill.,,200:00,1,23,59,1,9,5,10,52,8,18,26,14,19,14,0,18,1,0,561103,561116,3996442
10,,Missouri St.,,200:00,1,23,49,1,12,15,18,62,11,29,40,13,26,10,2,13,0,0,561116,561103,3996442
12,,Missouri St.,,200:00,1,26,55,5,11,16,21,73,9,33,42,19,18,6,1,23,0,0,561116,560553,3996103
12,,Belmont,,200:00,1,11,46,3,20,29,36,54,5,21,26,5,16,11,3,20,1,0,560553,561116,3996103
10,,Missouri St.,,200:00,1,36,71,8,18,9,13,89,13,20,33,18,9,7,3,20,1,0,561116,560923,3996104
10,,Murray St.,,200:00,1,30,54,11,21,24,28,95,7,21,28,17,15,4,4,14,0,0,560923,561116,3996104
10,,Indiana St.,,200:00,1,17,46,5,11,12,18,51,9,23,32,9,20,9,5,16,1,0,560809,561116,3996111
11,,Missouri St.,,200:00,1,24,62,1,6,10,15,59,17,23,40,15,12,13,2,16,0,0,561116,560809,3996111
8,,Evansville,,200:00,1,17,46,5,15,17,23,56,2,21,23,13,16,9,3,18,0,0,560743,561116,3996443
12,,Missouri St.,,200:00,1,29,62,3,12,12,16,73,15,29,44,16,18,10,3,22,1,0,561116,560743,3996443
11,,Drake,,200:00,1,30,64,5,21,11,13,76,10,23,33,20,13,12,9,14,0,0,560720,561116,3996137
9,,Missouri St.,,200:00,1,26,61,2,7,11,13,65,8,22,30,13,14,5,4,19,1,0,561116,560720,3996137
15,,Missouri St.,,200:00,1,31,56,3,10,12,15,77,13,28,41,20,12,3,6,15,0,0,561116,561103,3996105
9,,Southern Ill.,,200:00,1,13,47,3,10,13,20,42,7,13,20,5,15,7,2,17,1,0,561103,561116,3996105
15,,Missouri St.,,200:00,1,27,65,5,17,11,14,70,13,28,41,15,12,8,1,14,0,0,561116,560625,3996106
10,,Bradley,,200:00,1,16,47,4,19,8,10,44,4,24,28,8,19,2,2,13,0,0,560625,561116,3996106
11,,Missouri St.,,200:00,1,26,59,3,13,12,19,67,11,19,30,12,12,9,3,22,0,0,561116,560803,3996107
11,,Illinois St.,,200:00,1,23,45,4,11,12,20,62,5,25,30,6,21,4,4,19,1,0,560803,561116,3996107
11,,UIC,,200:00,1,21,47,6,9,17,23,65,7,25,32,18,18,9,3,14,0,0,560807,561116,3996444
10,,Missouri St.,,200:00,1,26,67,3,12,6,9,61,16,23,39,14,14,11,0,20,1,0,561116,560807,3996444
9,,Missouri St.,,200:00,1,24,60,1,8,22,34,71,14,21,35,9,14,11,2,19,1,0,561116,560923,5250978
10,,Murray St.,,200:00,1,24,56,4,15,18,25,70,12,23,35,10,18,7,4,26,1,0,560923,561116,5250978
9,,Belmont,,200:00,1,16,48,7,24,9,15,48,10,23,33,7,17,3,5,19,0,0,560553,561116,5250968
9,,Missouri St.,,200:00,1,22,60,4,16,15,17,63,14,26,40,8,8,7,1,15,1,0,561116,560553,5250968
12,,Drake,,200:00,1,28,52,3,17,17,17,76,7,18,25,16,19,9,3,11,0,0,560720,561116,5250933
9,,Missouri St.,,200:00,1,31,69,3,16,10,13,75,18,15,33,14,14,9,3,17,0,0,561116,560720,5250933
9,,Illinois,,200:00,1,26,54,6,8,16,21,74,6,33,39,9,16,6,1,13,0,0,560805,561116,5254252
9,,Missouri St.,,200:00,1,27,67,5,17,10,14,69,7,25,32,11,10,8,1,16,0,0,561116,560805,5254252
12,,Texas St.,,200:00,1,25,65,6,15,18,24,74,16,21,37,11,11,7,4,22,0,0,561118,560623,3970956
13,,Bowling Green,,200:00,1,17,48,3,11,11,17,48,13,24,37,12,27,5,6,26,0,1,560623,561118,3970956
11,,Texas St.,,200:00,1,24,59,6,15,12,18,66,13,25,38,9,13,9,3,22,0,0,561118,561011,3971732
10,,UTRGV,,200:00,1,19,56,7,23,18,19,63,12,24,36,10,14,7,4,17,0,0,561011,561118,3971732
12,,Texas St.,,200:00,1,22,57,7,14,11,14,62,15,27,42,12,26,6,1,16,1,0,561118,561066,3972565
12,,Sam Houston,,200:00,1,22,53,7,15,15,21,66,6,21,27,3,16,10,6,17,0,0,561066,561118,3972565
11,,A&M-Corpus Christi,,200:00,1,20,53,5,12,15,25,60,15,25,40,13,18,11,7,17,0,0,560556,561118,3973073
11,,Texas St.,,200:00,1,20,58,4,10,8,14,52,15,24,39,10,18,11,2,22,1,0,561118,560556,3973073
9,,Oklahoma St.,,200:00,1,28,57,6,24,5,6,67,10,23,33,11,18,11,4,9,0,0,560997,561118,3974808
12,,Texas St.,,200:00,1,21,49,7,16,3,5,52,5,18,23,9,21,10,1,9,0,0,561118,560997,3974808
12,,Texas St.,,200:00,1,25,58,7,15,15,23,72,16,23,39,17,11,7,2,13,0,0,561118,560717,3975217
13,,Denver,,200:00,1,18,44,4,20,6,11,46,4,18,22,8,17,6,3,21,1,0,560717,561118,3975217
10,,FIU,,200:00,1,24,47,0,8,13,17,61,14,19,33,16,26,4,6,27,2,0,560753,561118,3975602
10,,Texas St.,,200:00,1,21,51,5,12,20,29,67,15,12,27,10,16,11,2,17,1,0,561118,560753,3975602
12,,Texas St.,,198:13,1,27,63,4,15,26,30,84,9,17,26,15,9,13,2,14,0,0,561118,560675,3975737
10,,Chicago St.,,200:00,1,31,53,2,3,12,15,76,5,27,32,19,21,4,8,21,1,0,560675,561118,3975737
11,,Alabama A&M,,200:00,1,19,53,4,17,10,17,52,14,24,38,8,22,5,6,24,1,0,560578,561118,3975873
11,,Texas St.,,200:00,1,17,56,6,13,23,26,63,17,22,39,6,17,10,1,20,1,0,561118,560578,3975873
11,,Texas St.,,200:00,1,22,48,7,17,18,21,69,6,19,25,14,17,5,0,20,1,0,561118,560768,3976385
12,,Ga. Southern,,200:00,1,27,60,5,15,11,16,70,16,19,35,12,20,3,3,22,1,1,560768,561118,3976385
11,,App State,,200:00,1,20,70,3,19,15,22,58,16,21,37,8,16,16,3,21,0,0,560592,561118,3976953
11,,Texas St.,,200:00,1,22,47,3,10,20,28,67,7,38,45,10,26,7,5,21,2,0,561118,560592,3976953
12,,Georgia St.,,200:00,1,22,52,7,19,13,19,64,9,27,36,10,21,16,5,11,0,0,560770,561118,3977061
11,,Texas St.,,200:00,1,22,58,8,24,3,4,55,7,25,32,13,20,11,2,16,0,0,561118,560770,3977061
12,,Arkansas St.,,200:00,1,28,47,10,19,7,7,73,7,25,32,13,22,7,4,10,0,0,560597,561118,3977832
11,,Texas St.,,200:00,1,19,57,4,18,6,8,48,14,12,26,8,17,10,1,8,0,0,561118,560597,3977832
10,,ULM,,200:00,1,27,61,10,32,9,17,73,14,29,43,19,11,5,5,22,0,1,560971,561118,3978113
10,,Texas St.,,200:00,1,21,62,5,19,16,20,63,14,20,34,8,10,3,1,16,1,0,561118,560971,3978113
10,,Texas St.,,200:00,1,19,56,7,22,8,11,53,7,21,28,12,9,4,6,20,0,0,561118,560597,3979333
9,,Arkansas St.,,200:00,1,19,57,3,18,16,20,57,15,29,44,7,11,5,3,13,1,0,560597,561118,3979333
11,,South Alabama,,200:00,1,17,61,4,27,6,8,44,21,31,52,9,23,7,0,19,0,0,561083,561118,3979872
11,,Texas St.,,200:00,1,24,62,7,24,8,12,63,11,22,33,15,12,9,4,13,0,0,561118,561083,3979872
11,,Texas St.,,200:00,1,20,58,5,22,13,19,58,12,19,31,10,19,9,2,22,0,0,561118,561001,3980695
13,,Old Dominion,,200:00,1,22,52,3,16,19,27,66,15,26,41,7,22,8,3,21,0,0,561001,561118,3980695
10,,Texas St.,,200:00,1,25,64,3,19,11,17,64,20,22,42,12,12,11,2,17,0,0,561118,561083,3981363
10,,South Alabama,,200:00,1,25,57,6,15,9,13,65,12,22,34,15,14,6,1,21,0,0,561083,561118,3981363
11,,Coastal Carolina,,200:00,1,21,46,2,11,5,11,49,11,24,35,12,21,5,4,16,0,0,560684,561118,3981795
11,,Texas St.,,200:00,1,20,51,8,20,4,10,52,11,17,28,10,17,12,4,18,1,0,561118,560684,3981795
10,,Ohio,,200:00,1,25,58,4,20,17,26,71,12,18,30,13,17,15,2,22,1,0,560996,561118,3982120
11,,Texas St.,,200:00,1,23,48,8,16,26,28,80,9,26,35,12,24,8,3,23,0,0,561118,560996,3982120
10,,Southern Miss.,,200:00,1,20,41,2,11,26,31,68,7,17,24,13,21,14,2,15,1,0,561109,561118,3983112
11,,Texas St.,,200:00,1,22,49,7,21,7,8,58,10,17,27,8,24,10,2,24,0,0,561118,561109,3983112
12,,Texas St.,,200:00,1,22,41,1,6,14,17,59,5,19,24,10,33,8,3,19,0,0,561118,560872,3983636
14,,Marshall,,200:00,1,30,66,17,40,8,15,85,20,16,36,18,20,14,0,21,0,1,560872,561118,3983636
12,,Texas St.,,200:00,1,22,52,4,19,11,19,59,9,17,26,14,20,10,4,20,1,0,561118,561109,3984205
11,,Southern Miss.,,200:00,1,24,47,4,11,15,19,67,7,21,28,12,24,9,1,23,1,0,561109,561118,3984205
12,,Texas St.,,200:00,1,24,53,3,14,25,34,76,11,24,35,8,14,7,1,18,0,0,561118,560971,3984348
9,,ULM,,200:00,1,26,55,6,24,15,17,73,6,22,28,16,14,6,2,24,0,0,560971,561118,3984348
11,,Ga. Southern,,200:00,1,24,58,4,8,20,24,72,18,23,41,12,22,10,5,18,0,0,560768,561118,5246772
11,,Texas St.,,200:00,1,26,60,7,15,11,18,70,13,19,32,19,20,11,4,20,1,0,561118,560768,5246772
11,,Auburn,,200:00,1,21,59,4,20,14,19,60,18,28,46,14,17,6,4,22,0,0,560603,561120,3970526
8,,Louisiana,,200:00,1,18,49,4,15,14,21,54,8,22,30,8,16,7,2,21,2,0,561120,560603,3970526
11,,Louisiana,,200:00,1,16,54,2,12,21,26,55,10,27,37,4,13,3,0,21,1,0,561120,560833,3971237
11,,Kent St.,,200:00,1,21,56,5,22,17,23,64,11,31,42,9,12,5,3,18,0,0,560833,561120,3971237
11,,Louisiana,,225:00,1,21,62,9,30,18,25,69,10,34,44,12,20,8,1,17,0,0,561120,560954,3971993
9,,Nicholls,,225:00,1,23,59,7,25,10,21,63,8,34,42,13,21,10,2,24,2,0,560954,561120,3971993
12,,New Orleans,,200:00,1,17,54,2,16,5,7,41,12,35,47,8,20,3,3,18,0,0,560950,561120,3973733
11,,Louisiana,,200:00,1,16,54,1,14,11,17,44,7,26,33,7,10,11,3,13,0,0,561120,560950,3973733
11,,LSU,,200:00,1,26,54,4,17,27,39,83,19,33,52,19,17,9,7,14,0,0,560850,561120,3974962
18,,Louisiana,,200:00,1,22,58,4,11,5,12,53,8,14,22,4,17,12,1,33,3,0,561120,560850,3974962
14,,Louisiana,,200:00,1,25,45,6,10,4,11,60,4,19,23,14,17,7,1,17,1,0,561120,560841,3975122
11,,Lamar University,,200:00,1,23,53,2,11,15,21,63,13,21,34,8,12,7,1,15,0,0,560841,561120,3975122
17,,Louisiana,,200:00,1,18,56,6,20,6,8,48,5,18,23,6,15,7,0,19,0,1,561120,560969,3975570
14,,North Texas,,200:00,1,27,52,4,13,13,17,71,9,33,42,18,18,3,2,15,1,0,560969,561120,3975570
13,,Louisiana,,200:00,1,21,48,4,11,10,15,56,6,17,23,7,20,10,1,17,0,0,561120,560592,3976277
10,,App State,,200:00,1,27,55,9,25,6,10,69,13,24,37,19,22,5,3,16,0,0,560592,561120,3976277
14,,Old Dominion,,200:00,1,23,56,5,22,10,15,61,10,22,32,13,14,8,4,21,1,0,561001,561120,3976955
13,,Louisiana,,200:00,1,21,44,6,14,18,26,66,5,25,30,9,16,8,3,17,0,0,561120,561001,3976955
12,,James Madison,,225:00,1,25,52,8,20,19,23,77,8,26,34,15,14,2,1,21,1,0,560827,561120,3977434
13,,Louisiana,,225:00,1,26,62,8,20,12,12,72,10,21,31,10,10,4,1,21,1,0,561120,560827,3977434
8,,Arkansas St.,,200:00,1,21,44,8,19,13,16,63,8,23,31,17,18,7,1,16,0,0,560597,561120,3978276
12,,Louisiana,,200:00,1,23,48,8,18,10,11,64,3,17,20,14,14,4,2,17,0,0,561120,560597,3978276
11,,Louisiana,,200:00,1,21,54,4,12,13,18,59,7,26,33,8,11,2,0,20,0,0,561120,560971,3978934
9,,ULM,,200:00,1,22,53,6,17,15,22,65,10,28,38,7,14,5,0,19,1,0,560971,561120,3978934
11,,Louisiana,,200:00,1,23,50,4,15,17,21,67,6,19,25,10,14,8,4,19,1,3,561120,560684,3979889
11,,Coastal Carolina,,200:00,1,16,47,6,17,13,23,51,14,23,37,7,23,5,2,23,1,2,560684,561120,3979889
11,,Louisiana,,200:00,1,19,46,2,11,19,24,59,10,19,29,7,16,12,4,17,0,0,561120,561118,3980288
11,,Texas St.,,200:00,1,21,51,5,16,5,6,52,10,19,29,10,21,7,0,22,1,0,561118,561120,3980288
10,,Southern Miss.,,200:00,1,14,50,0,5,27,37,55,20,29,49,5,17,12,2,15,0,0,561109,561120,3980970
13,,Louisiana,,200:00,1,18,54,5,17,7,11,48,9,22,31,10,18,5,1,27,3,0,561120,561109,3980970
11,,ULM,,200:00,1,14,48,5,29,19,23,52,7,16,23,10,14,11,2,16,1,0,560971,561120,3981384
14,,Louisiana,,200:00,1,26,49,9,18,12,14,73,5,29,34,16,17,6,1,17,0,0,561120,560971,3981384
13,,Marshall,,200:00,1,26,62,8,31,14,20,74,13,29,42,12,17,15,2,17,0,0,560872,561120,3981674
15,,Louisiana,,200:00,1,16,54,5,15,5,7,42,9,25,34,7,28,9,4,18,0,0,561120,560872,3981674
10,,Central Mich.,,200:00,1,16,56,7,24,12,21,51,16,33,49,10,16,1,4,12,0,0,560673,561120,3982109
13,,Louisiana,,200:00,1,21,61,7,27,5,7,54,8,27,35,10,8,8,0,18,1,0,561120,560673,3982109
11,,Louisiana,,200:00,1,22,57,6,19,12,18,62,14,22,36,5,14,10,0,17,0,0,561120,560768,3982946
13,,Ga. Southern,,200:00,1,21,53,4,15,11,17,57,12,23,35,12,17,6,4,18,1,0,560768,561120,3982946
14,,Louisiana,,200:00,1,24,57,9,15,2,5,59,10,30,40,10,11,3,1,14,0,0,561120,560597,3983287
8,,Arkansas St.,,200:00,1,13,46,3,24,17,18,46,4,25,29,5,11,4,2,9,0,0,560597,561120,3983287
10,,South Alabama,,200:00,1,14,52,4,23,10,14,42,11,20,31,7,19,7,1,14,1,0,561083,561120,3983637
15,,Louisiana,,200:00,1,30,57,8,14,6,13,74,9,26,35,12,16,12,3,14,0,0,561120,561083,3983637
12,,Texas St.,,200:00,1,18,47,6,19,8,10,50,8,20,28,13,21,4,3,22,1,0,561118,561120,3983962
9,,Louisiana,,200:00,1,16,43,3,12,20,29,55,9,18,27,5,15,10,0,16,0,0,561120,561118,3983962
11,,Louisiana,,200:00,1,19,60,3,15,2,7,43,13,24,37,6,15,10,0,18,0,0,561120,561083,3984109
9,,South Alabama,,200:00,1,15,46,6,18,10,12,46,5,31,36,7,19,7,2,12,0,0,561083,561120,3984109
11,,Louisiana,,225:00,1,19,53,5,16,15,21,58,10,23,33,7,18,4,0,14,0,0,561120,561109,3984343
11,,Southern Miss.,,225:00,1,22,50,5,13,8,14,57,7,27,34,11,18,10,4,22,2,0,561109,561120,3984343
12,,Louisiana,,200:00,1,18,47,4,11,14,18,54,8,27,35,13,16,5,3,12,0,0,561120,560597,5246771
10,,Arkansas St.,,200:00,1,15,50,5,25,6,10,41,10,23,33,5,17,8,4,20,0,0,560597,561120,5246771
12,,James Madison,,200:00,1,19,49,6,19,20,29,64,19,34,53,15,21,2,2,18,1,0,560827,561120,5246763
11,,Louisiana,,200:00,1,18,58,3,19,15,21,54,8,17,25,2,5,11,1,21,0,0,561120,560827,5246763
13,,Stanford,,200:00,1,32,66,4,17,19,20,87,17,43,60,14,12,7,6,21,1,0,561123,560786,3970455
11,,Hawaii,,200:00,1,13,58,4,17,10,14,40,4,14,18,8,11,4,2,21,0,0,560786,561123,3970455
13,,Stanford,,200:00,1,36,72,11,29,13,15,96,18,32,50,14,13,5,6,17,0,0,561123,560811,3954588
11,,Indiana,,200:00,1,22,63,5,32,15,16,64,9,18,27,10,15,6,2,18,1,0,560811,561123,3954588
13,,Stanford,,200:00,1,28,53,11,25,19,23,86,9,39,48,17,14,7,5,11,0,0,561123,560640,3971677
12,,Cal Poly,,200:00,1,15,66,2,17,0,0,32,12,17,29,5,16,7,2,19,0,0,560640,561123,3971677
11,,Stanford,,225:00,1,26,61,7,21,23,28,82,12,33,45,17,15,5,7,16,1,0,561123,560724,3972207
11,,Duke,,224:55,1,29,74,10,24,11,14,79,12,23,35,9,11,8,8,25,1,0,560724,561123,3972207
11,,Stanford,,200:00,1,27,71,7,29,13,14,74,20,32,52,20,7,3,3,11,0,0,561123,560553,3972644
9,,Belmont,,200:00,1,24,62,4,21,3,6,55,8,25,33,16,10,2,5,12,0,0,560553,561123,3972644
10,,Florida St.,,200:00,1,36,84,3,11,13,19,88,18,27,45,10,10,12,3,21,0,0,560754,561123,3984866
11,,Stanford,,200:00,1,37,83,9,30,17,22,100,22,33,55,31,15,4,7,19,1,0,561123,560754,3984866
13,,Stanford,,200:00,1,27,64,10,29,15,16,79,19,33,52,15,11,7,5,13,0,0,561123,560586,3973074
12,,UAlbany,,200:00,1,14,56,4,15,3,4,35,8,15,23,5,10,7,2,11,0,0,560586,561123,3973074
9,,San Diego St.,,200:00,1,19,60,2,13,4,4,44,5,17,22,6,7,6,0,8,0,0,561070,561123,3973630
13,,Stanford,,200:00,1,34,70,9,29,8,11,85,18,35,53,18,11,3,5,11,0,0,561123,561070,3973630
10,,Gonzaga,,200:00,1,38,71,10,24,10,10,96,12,19,31,21,7,6,3,18,1,0,560776,561123,3974097
11,,Stanford,,200:00,1,30,53,9,20,9,17,78,8,21,29,15,16,3,1,17,0,0,561123,560776,3974097
11,,Stanford,,200:00,1,28,66,4,22,21,26,81,18,32,50,17,10,7,5,16,0,0,561123,561023,3975229
13,,Portland,,200:00,1,19,53,4,17,9,15,51,7,23,30,7,15,3,3,22,0,0,561023,561123,3975229
11,,Stanford,,200:00,1,34,59,8,16,16,18,92,8,31,39,17,13,9,2,10,0,0,561123,560657,3975824
11,,UC Davis,,200:00,1,20,58,8,26,4,8,52,9,18,27,7,21,7,0,14,0,0,560657,561123,3975824
